source_path,source_sha256,source_page,stage,ocr_path,ocr_sha256,parsed_rows,status,header_edges_300dpi,raw_ocr,unreadable_member_counts
data/wb/2018/1686-SEC-Gazette Notification-Delimitation and reservation-Purulia.pdf,eaa42b034662f798b3bbb632e88118b61c4dbef40d95af2ff764bae337aab6eb,4,final,data/wb/ocr/final/1686-SEC-Gazette Notification-Delimitation and reservation-Purulia-04.tsv,98210eb65257e6410c4ace4855ace14181314e3939b59dcc389ed524b17a130e,7,routed_existing_final_csv,NaN,,NaN
data/wb/2018/1687-SEC-Gazette Notification-Delimitation and reservation-Bankura.pdf,d0113965f6cc46c01a75f2ec942cf81cc5941ee950c33f447b04b28948c80e2e,1,final,data/wb/ocr/final/1687-SEC-Gazette Notification-Delimitation and reservation-Bankura-01.tsv,0687243b48c186ba438cb3d5fbed2bf4f3a5c0f836c49601fe5342caa5feef3d,2,routed_existing_final_csv,NaN,,NaN
data/wb/2018/1687-SEC-Gazette Notification-Delimitation and reservation-Bankura.pdf,d0113965f6cc46c01a75f2ec942cf81cc5941ee950c33f447b04b28948c80e2e,2,final,data/wb/ocr/final/1687-SEC-Gazette Notification-Delimitation and reservation-Bankura-02.tsv,4644e26e68a8386e3943aeba5350dd823383ac0587ed35585b93114f82bc290b,13,routed_existing_final_csv,NaN,,NaN
data/wb/2018/1687-SEC-Gazette Notification-Delimitation and reservation-Bankura.pdf,d0113965f6cc46c01a75f2ec942cf81cc5941ee950c33f447b04b28948c80e2e,3,final,data/wb/ocr/final/1687-SEC-Gazette Notification-Delimitation and reservation-Bankura-03.tsv,fc6b2c019e63523874da3218c31161ef49c247b488df613ecfc423916aa7fba7,15,routed_existing_final_csv,NaN,,NaN
data/wb/2018/1687-SEC-Gazette Notification-Delimitation and reservation-Bankura.pdf,d0113965f6cc46c01a75f2ec942cf81cc5941ee950c33f447b04b28948c80e2e,4,final,data/wb/ocr/final/1687-SEC-Gazette Notification-Delimitation and reservation-Bankura-04.tsv,e87de2b94c6004db8ddd30cd4661bb7eb2f691ad94eab81a6d7b3e197f64b59c,14,routed_existing_final_csv,NaN,,NaN
data/wb/2018/1687-SEC-Gazette Notification-Delimitation and reservation-Bankura.pdf,d0113965f6cc46c01a75f2ec942cf81cc5941ee950c33f447b04b28948c80e2e,5,final,data/wb/ocr/final/1687-SEC-Gazette Notification-Delimitation and reservation-Bankura-05.tsv,c3035e94a2d1bbc6025e08bdbcef614e03a951ef4f0a59bff65544f25357e3c8,2,routed_existing_final_csv,NaN,,NaN
data/wb/2018/1688-SEC-Gazette Notification-Delimitation and reservation-Purba Bardhaman.pdf,f04f8eca8f38652eec70dcff6f0066afc8b6b1369d260894610ad31c214e3e5e,1,final,data/wb/ocr/final/1688-SEC-Gazette Notification-Delimitation and reservation-Purba Bardhaman-01.tsv,6535ad0dec85d0173746793d9b7423ad88dfe408056f897f6b9ee7a9469cba9d,2,routed_existing_final_csv,NaN,,NaN
data/wb/2018/1688-SEC-Gazette Notification-Delimitation and reservation-Purba Bardhaman.pdf,f04f8eca8f38652eec70dcff6f0066afc8b6b1369d260894610ad31c214e3e5e,2,final,data/wb/ocr/final/1688-SEC-Gazette Notification-Delimitation and reservation-Purba Bardhaman-02.tsv,10e39e44434ac6f22157f3a84fb5c53421949bc953362499fb1376311a8611d5,14,routed_existing_final_csv,NaN,,NaN
data/wb/2018/1688-SEC-Gazette Notification-Delimitation and reservation-Purba Bardhaman.pdf,f04f8eca8f38652eec70dcff6f0066afc8b6b1369d260894610ad31c214e3e5e,3,final,data/wb/ocr/final/1688-SEC-Gazette Notification-Delimitation and reservation-Purba Bardhaman-03.tsv,3639bc0dd7258c78ffdf4a37557ac23bb842451efd33d881c3e1f5aab1a88c9e,15,routed_existing_final_csv,NaN,,NaN
data/wb/2018/1688-SEC-Gazette Notification-Delimitation and reservation-Purba Bardhaman.pdf,f04f8eca8f38652eec70dcff6f0066afc8b6b1369d260894610ad31c214e3e5e,4,final,data/wb/ocr/final/1688-SEC-Gazette Notification-Delimitation and reservation-Purba Bardhaman-04.tsv,ba2003cea5be8caf09d9fe75864fd044bb3dd2678dc9a604ecd819a05ed2f719,15,routed_existing_final_csv,NaN,,NaN
data/wb/2018/1688-SEC-Gazette Notification-Delimitation and reservation-Purba Bardhaman.pdf,f04f8eca8f38652eec70dcff6f0066afc8b6b1369d260894610ad31c214e3e5e,5,final,data/wb/ocr/final/1688-SEC-Gazette Notification-Delimitation and reservation-Purba Bardhaman-05.tsv,5bf11a0979a95c99a27bda1a86e6fef147c365fceb2d699085c9acaa5b21fdc6,12,routed_existing_final_csv,NaN,,NaN
data/wb/2018/1689-SEC-Gazette Notification-Delimitation and reservation-Paschim Bardhaman.pdf,4fc3818b030c2728ab82047e53c48f52a9e2c81c6cb61e1a15bb3115d48eb9ec,1,final,data/wb/ocr/final/1689-SEC-Gazette Notification-Delimitation and reservation-Paschim Bardhaman-01.tsv,a93d8834e79be33474905983517188d9c1d5bfd0a59a2c740a11f795ee0c3db6,2,routed_existing_final_csv,NaN,,NaN
data/wb/2018/1689-SEC-Gazette Notification-Delimitation and reservation-Paschim Bardhaman.pdf,4fc3818b030c2728ab82047e53c48f52a9e2c81c6cb61e1a15bb3115d48eb9ec,2,final,data/wb/ocr/final/1689-SEC-Gazette Notification-Delimitation and reservation-Paschim Bardhaman-02.tsv,17c665a4e592be10586198b49d34aaea6cbab0449ffc86a195e59e5873cf85ac,15,routed_existing_final_csv,NaN,,NaN
data/wb/2018/1690-SEC-Gazette Notification-Delimitation and reservation-Birbhum.pdf,08224ad259d40d9d685f252078859492e713ce5947bce2831275691c61718a7e,1,final,data/wb/ocr/final/1690-SEC-Gazette Notification-Delimitation and reservation-Birbhum-01.tsv,17387624378f24b9cff90187f9286e98c8bcf592e62aed176e821c117cd5f7ed,2,routed_existing_final_csv,NaN,,NaN
data/wb/2018/1690-SEC-Gazette Notification-Delimitation and reservation-Birbhum.pdf,08224ad259d40d9d685f252078859492e713ce5947bce2831275691c61718a7e,2,final,data/wb/ocr/final/1690-SEC-Gazette Notification-Delimitation and reservation-Birbhum-02.tsv,280b0689035d65c29fb9f0334476e60e0c8898937b32528eae01371677eb2025,16,routed_existing_final_csv,NaN,,NaN
data/wb/2018/1690-SEC-Gazette Notification-Delimitation and reservation-Birbhum.pdf,08224ad259d40d9d685f252078859492e713ce5947bce2831275691c61718a7e,3,final,data/wb/ocr/final/1690-SEC-Gazette Notification-Delimitation and reservation-Birbhum-03.tsv,e640626259e345017038bc8e7777b6103d05cb01ed28fc0ccb9dc15f0079bc9d,14,routed_existing_final_csv,NaN,,NaN
data/wb/2018/1690-SEC-Gazette Notification-Delimitation and reservation-Birbhum.pdf,08224ad259d40d9d685f252078859492e713ce5947bce2831275691c61718a7e,4,final,data/wb/ocr/final/1690-SEC-Gazette Notification-Delimitation and reservation-Birbhum-04.tsv,530f5c2b53784ddf866c42693a10e4b47dcc9e4f104fe0da2028acd65041a453,10,routed_existing_final_csv,NaN,,NaN
data/wb/2018/draft/1331-SEC-draft reservation-coochbehar.pdf,fc3d0b027fd288ce4573c6e9ddc7e54d39b74afd1c27c9b0844dc55d0f3d5a4b,1,draft,data/wb/ocr/draft/1331-SEC-draft reservation-coochbehar-01.tsv,6d98b0c08b072d55b649f59f44e56ccf2d3aa47c8655844690d0a7cbe76a8461,2,parsed_ocr_review_required,"[699.75, 1110.25, 1609.25, 2032.75]","WEST BENGAL STATE ELECTION COMMISSION
18, Sarojini Naidu Sarani
(Rawdon Street)
Kolkata — 700 017
No. 1331- SEC/1D-201/2017 Date.15-11-2017
ORDER
In exercise of the power conferred by Section 140 of The West Bengal Panchayat
( Amendment) Act, 2012 and Section 140 of The West Bengal Panchayat( Second Amendment)
Act, 2012 read with Sections 16 of the West Bengal Panchayat Elections Act, 2003 and Section 17
of the West Bengal Panchayat Elections ( Amendment ) Act, 2012 and Section 17 of the West
Bengal Panchayat Elections (Second Amendment ) Act, 2012 read with Rules 26 of the West
Bengal Panchayat Elections Rules, 2006 (as Amended vide No 5013/PN/O/3R-1/2012 dated 24-
09-2012 of P&RD Deptt,, Govt. of West Bengal ) and Rule 27 of the West Bengal Panchayat
Elections Rules, 2006, West Bengal State Election Commission, hereby publish the draft Order
for delimitation of Cooch Behar Zilla Parishad constituencies and reservation of seats
thereto for Panchayat General Elections 2018. The Block(s) have been specified in column (1) of
the Schedule below (hereinafter referred to as the said Schedule), the number of members to be
elected to the Zilla Parishad specified in the corresponding entries in column (2), to divide the
area of the Block into constituencies specified in the corresponding entries in column (3),to
determine the constituency or constituencies reserved for the Scheduled Tribes(ST), Scheduled
Castes (SC) or the Backward Classes (BC) specified in the corresponding entries in column (4)
and the constituency or constituencies reserved for women specified in the corresponding entries
in column (5) of the said schedule.
The draft will be taken up for consideration by the State Election Commissioner after
fifteen days from this day.
Any objection or suggestion with respect thereto received by the Commission within the
said period, shall be duly considered.
THE SCHEDULE
Cooch Behar Zilla Parishad
Cooch Behar District
Number of | Number, Name and area of the | Constituencies | Constituencies
members to Constituency reserved for reserved for
Name of Block be elected ST/ SC/ BC women
to the Zilla persons
Parishad
(1) (2) (3) (4) (5)
Mekhliganj / ZP-1 Women
Ranirhat, Uchhalpukuri, Jamaldah
and Changrabandha Grams
Mekhliganj Z
Mekhliganj / ZP-2 Women
Bhotebari, Nizrataf, B. Fulkadabri
and Kuchlibari Grams
1 of 4","[[""Mekhliganj"", ""Z""]]"
data/wb/2018/draft/1331-SEC-draft reservation-coochbehar.pdf,fc3d0b027fd288ce4573c6e9ddc7e54d39b74afd1c27c9b0844dc55d0f3d5a4b,2,draft,data/wb/ocr/draft/1331-SEC-draft reservation-coochbehar-02.tsv,dc47c1f575e4feb70cf41491f3fb830511aa4808574b9f48671e7d794893cf90,13,parsed_ocr_review_required,"[699.75, 1110.25, 1609.25, 2032.75]","Haldibari / ZP-3 Women
Boxiganj, U.B. Haldibari and Per-
Mekhliganj Grams
Haldibari 2
Haldibari / ZP-4 SC
D.B. Haldibari, Dewanganj and
Hemkumari Grams
Mathabhanga-II/ZP-5 SC Women
Fulbari, Bara Soulmari and
Latapota Grams
Mathabhanga-II/ZP-6 SC
Ghoksadanga, Ruidanga and
Unish Bisha Grams
Mathabhanga-II 3
Mathabhanga-II/ZP-7 Women
AK Paradubi, Premerdanga,
Nishiganj-I and Nishiganj-II
Grams
Mathabhanga-I/ZP-8 SC Women
Hazrahat-I, Hazrahat-lII,
Bairagirhat and Shikarpur Grams
Mathabhanga-I/ZP-9 SC
3 Pachagar, Kursamari and
Jorepatki Grams
Mathabhanga-I
Mathabhanga-I/ZP-10 SC Women
Gopalpur, Kedarhat and Nayerhat
Grams
Cooch Behar-II / ZP-11 Women
Patlakhawa, Dhandingguri,
Pundibari and Madhupur Grams
Cooch Behar-II / ZP-12 SC
Bararangarsh, Marichbari-Kholta,
Cooch Behar-II 3 Ambari, Baneswar and Gopalpur
Grams
Cooch Behar-II / ZP-13
Takagachh-Rajarhat, Khagrabari,
Chakchaka and Khapaidanga
Grams
Cooch Behar-I / ZP-14
Moamari, Chilkirhat, Falimari,
Chandamari and P. Fuleswari
Cooch Behar-I 3 Grams
Cooch Behar-I / ZP-15
Patchhara, Haribhanga, Panisala,
Dewanhat and Jiranpur Grams",[]
data/wb/2018/draft/1331-SEC-draft reservation-coochbehar.pdf,fc3d0b027fd288ce4573c6e9ddc7e54d39b74afd1c27c9b0844dc55d0f3d5a4b,3,draft,data/wb/ocr/draft/1331-SEC-draft reservation-coochbehar-03.tsv,f29cd012f4ac186e55426380ded0a9e9fabc3d83668309b3f758294722637635,12,parsed_ocr_review_required,"[699.75, 1110.25, 1609.25, 2032.75]","Cooch Behar-I / ZP-16
Dawaguri, Guriahati-I, Guriahati-
II, Ghugumari and Suktabari
Grams
Sitalkuchi / ZP-17 SC Women
Khalisamari, Barakaimari and
Bhowaierthana Grams
Sitalkuchi / ZP-18 Women
Gossairhat and Chhotosalbari
Sitalkuchi 3 Grams
Sitalkuchi / ZP-19 SC
Sitalkuchi, Lalbazar and
Golenowhati Grams
Sitai / ZP-20
Adabari, Sitai-I and Sitai-II
Grams
Sitai 2 Sitai / ZP-21 SC Women
Br. Chatra and Chamta Grams
Dinhata-I / ZP-22 Women
Gosanimari-II, Gosanimari-I,
Matalhat, Putimari-II and Petla
Grams
Dinhata-I / ZP-23 sc
Vetaguri-II. Vetaguri-I, Putimari-
I, Dinhata Village-I, Dinhata
Village-II and Bara Atiabari-II
Grams
Dinhata-I 3
Dinhata-I / ZP-24
Bara-Soulmari, Bara-Atiabari-I,
Okrabari, Gitaldaha-II and
Gitaldaha-I Grams
Dinhata-II / ZP-25 Women
Burirhat-I, Nazirhat-I, Nazirhat-
II, Burirhat-II and Sahebganj
Grams
Dinhata-II / ZP-26 SC Women
Barasakdal, Bamanhat-II,
Dinhata-II 3 Bamanhat-I and Kisamat-
Dasgram Grams
Dinhata-II / ZP-27
Gobrachhara-Nayarhat,
Chowdhurihat and Sukarukuthi
Grams",[]
data/wb/2018/draft/1331-SEC-draft reservation-coochbehar.pdf,fc3d0b027fd288ce4573c6e9ddc7e54d39b74afd1c27c9b0844dc55d0f3d5a4b,4,draft,data/wb/ocr/draft/1331-SEC-draft reservation-coochbehar-04.tsv,9045bee66b5c40aa108e6fcd2734e2294d7f917a4b06ba4412890db2ae295e3e,6,parsed_ocr_review_required,"[699.75, 1110.25, 1609.25, 2032.75]","Tufanganj-I / ZP-28
Natabari-I, Natabari-II,
Chilakhana-II, Chilakhana-I and
Maruganj Grams
SC
Tufanganj-I / ZP-29
Balarampur-I, Balarampur-II,
Deocharai and Balabhut Grams
Tufanganj-I 3
Tufanganj-I / ZP-30
Dhalpal-II, A. Fulbari-II,
Dhalpal-I, A. Fulbari-I and
Nakkatigachh Grams
Tufanganj-II / ZP-31 SC Women
Salbari-I, Barokodali-I and
Barokodali-II Grams
Tufanganj-II / ZP-32
Mahishkuchi-II, Bhanukumari-I, SC
Tufanganj-II 3 Bhanukumari-II and Salbari-II
Grams
Tufanganj-II/ ZP-33 SC Women
Rampur-II, Rampur-l, Falimari
and Mahishkuchi-I Grams
State Election Commissioner,
West Bengal State Election Commission
)5.11-./7",[]
data/wb/2018/draft/1333-SEC-draft reservation-Alipurduar.pdf,fc22b66ad11d24c48d0359abd841dd1856b1fc57456ba7c6302a720691de329c,1,draft,data/wb/ocr/draft/1333-SEC-draft reservation-Alipurduar-01.tsv,a93398c120b95698d1bdefbbffb6a296fd063934d28667eaf8ca68d3ee74191f,1,parsed_ocr_review_required,"[700.0, 1093.75, 1541.75, 1962.0]","‘ WEST BENGAL STATE ELECTION COMMISSION
18, Sarojini Naidu Sarani
(Rawdon Street)
Kolkata — 700 017
No. 1333- SEC/1D-202/2017 Date.15.11.2017.
ORDER
In exercise of the power conferred by Section 140 of The West Bengal Panchayat
( Amendment) Act, 2012 and Section 140 of The West Bengal Panchayat( Second Amendment)
Act, 2012 read with Sections 16 of the West Bengal Panchayat Elections Act, 2003 and Section 17
of the West Bengal Panchayat Elections ( Amendment ) Act, 2012 and Section 17 of the West
Bengal Panchayat Elections ( Second Amendment ) Act, 2012 read with Rules 26 of the West
Bengal Panchayat Elections Rules, 2006 (as Amended vide No 5013/PN/O/3R-1/2012 dated 24-
09-2012 of P&RD Deptt,, Govt. of West Bengal ) and Rule 27 of the West Bengal Panchayat
Elections Rules, 2006, West Bengal State Election Commission, hereby publish the draft Order
for delimitation of Alipurduar Zilla Parishad constituencies and reservation of seats
thereto for Panchayat General Elections 2018. The Block(s) have been specified in column (1) of
the Schedule below (hereinafter referred to as the said Schedule), the number of members to be
elected to the Zilla Parishad specified in the corresponding entries in column (2), to divide the
area of the Block into constituencies specified in the corresponding entries in column (3),to
determine the constituency or constituencies reserved for the Scheduled Tribes(ST), Scheduled
Castes (SC) or the Backward Classes (BC) specified in the corresponding entries in column (4)
and the constituency or constituencies reserved for women specified in the corresponding entries
in column (5) of the said schedule.
The draft will be taken up for consideration by the State Election Commissioner after
fifteen days from this day.
Any objection or suggestion with respect thereto received by the Commission within the
said period shall be duly considered.
THE SCHEDULE
Alipurduar Zilla Parishad
Alipurduar District
acter ee Namber. Naineand Constituencies Constituencies
Name of Block : ; reserved for ST/ reserved for
elected tothe | area of the Constituency SC/'BC persons iis
Zilla Parishad P —_—
(1) (2) (3) (4) (5)
Kumargram / ZP-1
Kumargram 3 Turturi Khanda, Rydak, sc
Khoardanga-I and
Khoardanga-II Grams
1 of 3",[]
data/wb/2018/draft/1333-SEC-draft reservation-Alipurduar.pdf,fc22b66ad11d24c48d0359abd841dd1856b1fc57456ba7c6302a720691de329c,2,draft,data/wb/ocr/draft/1333-SEC-draft reservation-Alipurduar-02.tsv,fd90d9684190adda3d2c4b069ffa430aa1e6b3a734c8aa7ae331db8280efc38c,11,parsed_ocr_review_required,"[700.0, 1093.75, 1541.75, 1962.0]","Kumargram / ZP-2 ST Women
Newlands Kumargram-
Sankosh, Kumargram and
Chengmari Grams
Kumargram / ZP-3
Volka-Barobisha-I,
Volka-Barobisha-lII,
Kamakhyaguri-I and
Kamakhyaguri-I] Grams
Women
Alipurduar-II / ZP-4
Turturi, Samuktala,
Kohinoor and
Mahakalguri Grams
Alipurduar-II / ZP-5
Tatpara-I, Vatibari,
Parokata and Tatpara-II Women
Grams
Alipurduar - II 3
Alipurduar-II / ZP-9
Majherdabri,Chaparerpar-
I and Chaparerpar-II
Grams
Kalchini / ZP-6
Jaigaon-lII, Jaigaon-I and
Dalsingpara
Grams
Women
Kalchini / ZP-7
Chaupara, Kalchini,
Garopara and
Rajabhatkhawa Grams
Kalchini 3 ST
Kalchini / ZP-8
Malangi, Satali,
Mendabari and Latabari
Grams
Women
Alipurduar-I / ZP-10
Salkumar-I, Salkumar-II,
Patlakhawa and SC Women
Purbakathalbari Grams
Alipurduar-I / ZP-11
Chakowakheti, Mathura,
Tapshi and Parerpar SC
Grams
Alipurduar-I 3
Alipurduar-I / ZP-12
Banchukamari,
Vivekananda-II and
Vivekananda-I Grams
H:\shared folder\Panchayat ELection 2018\Delimitation and reservation_9.11.2017\Alipurduar\Draft Order reg. Alipurduar.doc Zz of 3",[]
data/wb/2018/draft/1333-SEC-draft reservation-Alipurduar.pdf,fc22b66ad11d24c48d0359abd841dd1856b1fc57456ba7c6302a720691de329c,3,draft,data/wb/ocr/draft/1333-SEC-draft reservation-Alipurduar-03.tsv,2a0443943b154f30db82766ce59a4e5cb0e0d84bf9f2601d5897c5de2c80e57e,6,parsed_ocr_review_required,"[700.0, 1093.75, 1541.75, 1962.0]","Falakata / ZP-13
Dhanirampur-I,
Dhanirampur-II, Dalgaon, SC Women
Jateswar-I and Jateswar-
II Grams
Falakata / ZP-14
Falakata 3 Deogaon, Mairadanga Women
and Shalkumar Grams
Falakata / ZP-15
Guabarnagar, Parangepar,
Falakata-I and Falakata-II SC
Grams
Madarihat / ZP-16
Bandapani, Birpara-I and
Sishujhumra Grams
Madarihat / ZP-17
Birpara-II, Lankapara,
Totopara-Ballaiguri and ST Women
Madarihat 3 Hantapara Grams
Madarihat / ZP-18
Madarihat, Khairbari and
Rangalibazna Grams or
State Election Commissioner,
West Bengal State Election Commission
15-]1.17
H:\shared folder\Panchayat ELection 2018\Delimitation and reservation_9.11.2017\Alipurduar\Draft Order reg. Alipurduar.doc 3 of 3",[]
data/wb/2018/draft/1335-SEC-draft reservation-Jalpaiguri.pdf,f13dbe813647600a9b353e4f857c3488f221f4e3f10b2a39169a839bd61e186a,1,draft,data/wb/ocr/draft/1335-SEC-draft reservation-Jalpaiguri-01.tsv,5927e625298aa1b12358aed4a292dcae4d56c8bc05b0f61887cf556afa4c3e34,2,parsed_ocr_review_required,"[674.75, 1100.75, 1661.0, 2119.5]","WEST BENGAL STATE ELECTION COMMISSION
18, Sarojini Naidu Sarani
(Rawdon Street)
Kolkata — 700 017
No. 1335- SEC/1D-206/2017 ' Date.15.11.2017.
ORDER
In exercise of the power conferred by Section 140 of The West Bengal Panchayat
( Amendment) Act, 2012 and Section 140 of The West Bengal Panchayat( Second Amendment)
Act, 2012 read with Sections 16 of the West Bengal Panchayat Elections Act, 2003 and Section 17
of the West Bengal Panchayat Elections ( Amendment ) Act, 2012 and Section 17 of the West
Bengal Panchayat Elections ( Second Amendment ) Act, 2012 read with Rules 26 of the West
Bengal Panchayat Elections Rules, 2006 (as Amended vide No 5013/PN/O/3R-1/2012 dated 24-
09-2012 of P&RD Deptt,, Govt. of West Bengal ) and Rule 27 of the West Bengal Panchayat
Elections Rules, 2006, West Bengal State Election Commission, hereby publish the draft Order
for delimitation of Jalpaiguri Zilla Parishad constituencies and reservation of seats
thereto for Panchayat General Elections 2018. The Block(s) have been specified in column (1) of
the Schedule below (hereinafter referred to as the said Schedule), the number of members to be
elected to the Zilla Parishad specified in the corresponding entries in column (2), to divide the
area of the Block into constituencies specified in the corresponding entries in column (3),to
determine the constituency or constituencies reserved for the Scheduled Tribes(ST), Scheduled
Castes (SC) or the Backward Classes (BC) specified in the corresponding entries in column (4)
and the constituency or constituencies reserved for women specified in the corresponding entries
in column (5) of the said schedule.
The draft will be taken up for consideration by the State Election Commissioner after
fifteen days from this day.
Any objection or suggestion with respect thereto received by the Commission within the
said period, shall be duly considered.
THE SCHEDULE
Jalpaiguri Zilla Parishad
Jalpaiguri District
Number of :
. F Constituen
caieale sieve Number, Name and area of the Constituencies cies
Name of Block | be elected to Conk itene reserved for ST/ sien d
the Zilla y SC/ BC persons
- for women
Parishad
(1) (2) (3) (4) (5)
Dhupguri/ZP-1
Banarhat-I,Banarhat-II,Chamurchi and ST
Binnaguri Grams
i Dhupguri /ZP-2
Barogharia, Sakoajhora-II,Gadong-l, SC Women
Gadong-II and Sakoajhora-I Grams
1 of 3",[]
data/wb/2018/draft/1335-SEC-draft reservation-Jalpaiguri.pdf,f13dbe813647600a9b353e4f857c3488f221f4e3f10b2a39169a839bd61e186a,2,draft,data/wb/ocr/draft/1335-SEC-draft reservation-Jalpaiguri-02.tsv,a1fac59f7f4f802b2d4b337b965d1929692b1ba76d06770a3ec8d674eae29a7a,12,parsed_ocr_review_required,"[674.75, 1100.75, 1661.0, 2119.5]","Dhupguri /ZP-3
Salbari-I,Salbari-II,Jharaltagram- sc
I Jharaltagram-
II,Gaderkuthi,Magurmari-I and
Magurmari-II Grams
Maynaguri/ZP-4
Ramshai,Amguri,Khagrabari- SC Women
II,Churabhandar and Saptibari-I
Grams
Maynaguri /ZP-5
Domohani-II,Domohani-
Maynaguri 3 I,Maynaguri,Madhabdanga-I and
Khagrabari-I Grams
Maynaguri/ZP-6
Burnesh, Saptibari-II, Madhabdanga- SC
II, Dharmapur,Padamati-I and
Padamati-II Grams
Jalpaiguri Sadar/ZP-7
Garalbari/Mandalghat,Kharia and Women
Bahadur Grams
Japlaiguri Sadar/ZP-8
Belakoba,Baropatia,Notun- SC Women
Jalpaiguri 3 Bos,Patkata,Arabinda and Paharpur
Sadar Grams
Jalpaiguri Sadar /ZP-9
Nagar Berubari,Kharija Berubari-
II,Kharija Berubari-I,South Berubari SC
and Boalmari-Nandanpur Grams
Rajganj / ZP-10
Binnaguri,Mantadari,Panikouri and
Shikarpur Grams
Rajganj/ZP-11
Rajganj 3 Kukurjan,Majhiali,Sannyasikata and Women
Sukhani Grams
Rajganj /ZP-12
Debgram-I,Debgram-II,Fulbari-I and
Fulbari-II Grams
Mal / ZP-13
Bagrakote,Oodlabari and Damdin
Grams
Women
Mal 3
Mal /ZP-14
Rungamuttee, Tesimla,Kumlai,
Lataguri and Moulani Grams
H:\shared folder\Panchayat ELection 2018\Delimitation and reservation_9.11.2017Valpaiguri\Order-draft-SEC-jalpaiguri.doc 2 of 3",[]
data/wb/2018/draft/1335-SEC-draft reservation-Jalpaiguri.pdf,f13dbe813647600a9b353e4f857c3488f221f4e3f10b2a39169a839bd61e186a,3,draft,data/wb/ocr/draft/1335-SEC-draft reservation-Jalpaiguri-03.tsv,0f007b39ba70aaa3c8e8379e03ed8111a89096419f5c58658ddc1b2e348bd430,5,parsed_ocr_review_required,"[674.75, 1100.75, 1661.0, 2119.5]","Mal /ZP-15
Rajadanga,Chengmari,Kranti and Women
Chapadanga Grams
Matiali / ZP-16
Matiali Hat and Indong Matiali Grams ST Women
Matiali 2 Matiali /ZP-17
Matiali Batabari-I,Bidhannagar and
Matiali Batabari-II Grams
Nagrakata / ZP-18
Champaguri and Sulkapara Grams ST
Nagrakata Nagrakata /ZP-19
Looksan,Angrabhasa-I and Women
Angrabhasa-II Grams
State Election Commissioner
West Bengal State Election Commission
1S 4 oh 7
H:\shared folder\Panchayat ELection 2018\Delimitation and reservation_9.1 1.201 7Valpaiguri\Order-draft-SEC-jalpaiguri.doc 3 of 3",[]
data/wb/2018/draft/1337-SEC-draft reservation-Uttar Dinajpur.pdf,a290fb4ef4856e5d35a75954f31e4762a38320677a4ae9090d9f6680b6e93f34,1,draft,data/wb/ocr/draft/1337-SEC-draft reservation-Uttar Dinajpur-01.tsv,753f0f319590e6c00183e1da7f4c70438ab2c4e81db70b8a6d909a12048666f8,2,parsed_ocr_review_required,"[710.0, 1103.75, 1541.75, 1959.0]","Ps WEST BENGAL STATE ELECTION COMMISSION
A“ 18, Sarojini Naidu Sarani
(Rawdon Street)
Kolkata — 700 017
No. 1337- SEC/1D-216/2017 Date.15-11-2017
ORDER
In exercise of the power conferred by Section 140 of The West Bengal Panchayat
( Amendment) Act, 2012 and Section 140 of The West Bengal Panchayat( Second Amendment)
Act, 2012 read with Sections 16 of the West Bengal Panchayat Elections Act, 2003 and Section 17
of the West Bengal Panchayat Elections ( Amendment ) Act, 2012 and Section 17 of the West
Bengal Panchayat Elections ( Second Amendment ) Act, 2012 read with Rules 26 of the West
Bengal Panchayat Elections Rules, 2006 (as Amended vide No 5013/PN/O/3R-1/2012 dated 24-
09-2012 of P&RD Deptt,, Govt. of West Bengal ) and Rule 27 of the West Bengal Panchayat
Elections Rules, 2006, West Bengal State Election Commission, hereby publish the draft Order
for delimitation of Uttar Dinajpur Zilla Parishad constituencies and reservation of
seats thereto for Panchayat General Elections 2018. The Block(s) have been specified in column
(1) of the Schedule below (hereinafter referred to as the said Schedule), the number of members
to be elected to the Zilla Parishad specified in the corresponding entries in column (2), to divide
the area of the Block into constituencies specified in the corresponding entries in column (3),to
determine the constituency or constituencies reserved for the Scheduled Tribes(ST), Scheduled
Castes (SC) or the Backward Classes (BC) specified in the corresponding entries in column (4)
and the constituency or constituencies reserved for women specified in the corresponding entries
in column (5) of the said schedule.
The draft will be taken up for consideration by the State Election Commissioner after
fifteen days from this day.
Any objection or suggestion with respect thereto received by the Commission within the
said period, shall be duly considered.
THE SCHEDULE
Uttar Dinajpur Zilla Parishad
Uttar Dinajpur District
a Number, Name and Constituencies Constituencies
Name of Block ers area of the reserved for ST/ reserved for
elected to the Constituenc SC/ BC persons women
Zilla Parishad y P
(1) (2) (3) (4) (5)
Chopra / ZP-1
Haptiagachh, Sonapur
and Chopra Grams evoniee
Chopra 3
Chopra / ZP-2
Majhiali and Daspara
Grams sc
1 of 4","[[""A\u201c"", ""18,""], [""Name of Block"", ""ers""]]"
