seats_total,seats_uncontested,seats_election_held,contesting_candidates,CPI(M),CPI,AIFB,RSP,INC,AITC,BJP,CPI(ML),NCP,IND,source_html_row,state,year,district,block_code,block,gram_panchayat,source_url,source_path,source_sha256,issues,review_status
18,4,14,30,18,0,0,0,0,0,0,0,0,0,7,West Bengal,2003,Bardhaman,08,DURGAPUR-FARIDPUR,LOUDOHA,http://web.archive.org/web/20090410103818id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=08&blnm=DURGAPUR-FARIDPUR,data/wb/vintage_search/raw/f1802298095859aa.html,b831ccf88e6dc8b5844ba705881d8bf02912dc2b6e1df8dbcde6caf62d79c073,,source_controls_passed
15,8,7,14,14,0,0,0,0,0,0,0,0,1,8,West Bengal,2003,Bardhaman,08,DURGAPUR-FARIDPUR,PRATAPPUR,http://web.archive.org/web/20090410103818id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=08&blnm=DURGAPUR-FARIDPUR,data/wb/vintage_search/raw/f1802298095859aa.html,b831ccf88e6dc8b5844ba705881d8bf02912dc2b6e1df8dbcde6caf62d79c073,,source_controls_passed
20,12,8,16,18,2,0,0,0,0,0,0,0,0,3,West Bengal,2003,Bardhaman,09,GALSI-I,PARAJ,http://web.archive.org/web/20090410101849id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=09&blnm=GALSI%20-%20I,data/wb/vintage_search/raw/4c265b1d6db2ba69.html,aa272648481a16e854387d970e9b3784836302a7f89ad782d116d78b4b09b8b3,,source_controls_passed
15,0,15,30,9,0,0,0,2,4,0,0,0,0,4,West Bengal,2003,Bardhaman,09,GALSI-I,PATNA PURSA,http://web.archive.org/web/20090410101849id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=09&blnm=GALSI%20-%20I,data/wb/vintage_search/raw/4c265b1d6db2ba69.html,aa272648481a16e854387d970e9b3784836302a7f89ad782d116d78b4b09b8b3,,source_controls_passed
16,6,10,20,14,0,2,0,0,0,0,0,0,0,5,West Bengal,2003,Bardhaman,09,GALSI-I,SIRORAI,http://web.archive.org/web/20090410101849id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=09&blnm=GALSI%20-%20I,data/wb/vintage_search/raw/4c265b1d6db2ba69.html,aa272648481a16e854387d970e9b3784836302a7f89ad782d116d78b4b09b8b3,,source_controls_passed
17,0,17,36,11,2,1,0,0,3,0,0,0,0,6,West Bengal,2003,Bardhaman,09,GALSI-I,UCHCHAGRAM,http://web.archive.org/web/20090410101849id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=09&blnm=GALSI%20-%20I,data/wb/vintage_search/raw/4c265b1d6db2ba69.html,aa272648481a16e854387d970e9b3784836302a7f89ad782d116d78b4b09b8b3,,source_controls_passed
20,0,20,50,10,3,0,1,0,5,1,0,0,0,7,West Bengal,2003,Bardhaman,09,GALSI-I,BUDBUD,http://web.archive.org/web/20090410101849id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=09&blnm=GALSI%20-%20I,data/wb/vintage_search/raw/4c265b1d6db2ba69.html,aa272648481a16e854387d970e9b3784836302a7f89ad782d116d78b4b09b8b3,,source_controls_passed
15,0,15,32,8,1,0,1,0,1,3,0,0,1,8,West Bengal,2003,Bardhaman,09,GALSI-I,CHAKTENTUL,http://web.archive.org/web/20090410101849id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=09&blnm=GALSI%20-%20I,data/wb/vintage_search/raw/4c265b1d6db2ba69.html,aa272648481a16e854387d970e9b3784836302a7f89ad782d116d78b4b09b8b3,,source_controls_passed
15,15,0,0,13,0,2,0,0,0,0,0,0,0,9,West Bengal,2003,Bardhaman,09,GALSI-I,LOWA RAMGOPALPUR,http://web.archive.org/web/20090410101849id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=09&blnm=GALSI%20-%20I,data/wb/vintage_search/raw/4c265b1d6db2ba69.html,aa272648481a16e854387d970e9b3784836302a7f89ad782d116d78b4b09b8b3,,source_controls_passed
16,2,14,28,14,0,0,0,0,2,0,0,0,0,10,West Bengal,2003,Bardhaman,09,GALSI-I,LOWAPUR KRISHNARAMPUR,http://web.archive.org/web/20090410101849id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=09&blnm=GALSI%20-%20I,data/wb/vintage_search/raw/4c265b1d6db2ba69.html,aa272648481a16e854387d970e9b3784836302a7f89ad782d116d78b4b09b8b3,,source_controls_passed
16,2,14,29,14,1,0,0,0,1,0,0,0,0,11,West Bengal,2003,Bardhaman,09,GALSI-I,MANKAR,http://web.archive.org/web/20090410101849id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=09&blnm=GALSI%20-%20I,data/wb/vintage_search/raw/4c265b1d6db2ba69.html,aa272648481a16e854387d970e9b3784836302a7f89ad782d116d78b4b09b8b3,,source_controls_passed
13,9,4,8,9,1,3,0,0,0,0,0,0,0,3,West Bengal,2003,Bardhaman,10,GALSI-II,MASZIDPUR,http://web.archive.org/web/20090410101831id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=10&blnm=GALSI-II,data/wb/vintage_search/raw/7766fc10015d5a5f.html,200166839ee2f101e9073cf8786b9a85bab09cc6dd3ded14196c46f5ab21d388,,source_controls_passed
12,1,11,22,2,0,6,0,1,1,2,0,0,0,4,West Bengal,2003,Bardhaman,10,GALSI-II,SANKO,http://web.archive.org/web/20090410101831id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=10&blnm=GALSI-II,data/wb/vintage_search/raw/7766fc10015d5a5f.html,200166839ee2f101e9073cf8786b9a85bab09cc6dd3ded14196c46f5ab21d388,,source_controls_passed
12,2,10,20,8,0,0,0,0,3,0,0,0,1,5,West Bengal,2003,Bardhaman,10,GALSI-II,SATINANDI,http://web.archive.org/web/20090410101831id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=10&blnm=GALSI-II,data/wb/vintage_search/raw/7766fc10015d5a5f.html,200166839ee2f101e9073cf8786b9a85bab09cc6dd3ded14196c46f5ab21d388,,source_controls_passed
12,10,2,4,9,1,2,0,0,0,0,0,0,0,6,West Bengal,2003,Bardhaman,10,GALSI-II,ADRA,http://web.archive.org/web/20090410101831id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=10&blnm=GALSI-II,data/wb/vintage_search/raw/7766fc10015d5a5f.html,200166839ee2f101e9073cf8786b9a85bab09cc6dd3ded14196c46f5ab21d388,,source_controls_passed
18,0,18,36,11,2,3,0,0,1,1,0,0,0,7,West Bengal,2003,Bardhaman,10,GALSI-II,BHURI,http://web.archive.org/web/20090410101831id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=10&blnm=GALSI-II,data/wb/vintage_search/raw/7766fc10015d5a5f.html,200166839ee2f101e9073cf8786b9a85bab09cc6dd3ded14196c46f5ab21d388,,source_controls_passed
18,0,18,39,11,2,4,0,0,1,0,0,0,0,8,West Bengal,2003,Bardhaman,10,GALSI-II,GALSI,http://web.archive.org/web/20090410101831id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=10&blnm=GALSI-II,data/wb/vintage_search/raw/7766fc10015d5a5f.html,200166839ee2f101e9073cf8786b9a85bab09cc6dd3ded14196c46f5ab21d388,,source_controls_passed
14,3,11,23,7,1,3,0,0,0,1,0,0,2,9,West Bengal,2003,Bardhaman,10,GALSI-II,GOHAGRAM,http://web.archive.org/web/20090410101831id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=10&blnm=GALSI-II,data/wb/vintage_search/raw/7766fc10015d5a5f.html,200166839ee2f101e9073cf8786b9a85bab09cc6dd3ded14196c46f5ab21d388,,source_controls_passed
14,1,13,27,11,0,1,0,0,1,0,0,0,1,10,West Bengal,2003,Bardhaman,10,GALSI-II,KHANO,http://web.archive.org/web/20090410101831id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=10&blnm=GALSI-II,data/wb/vintage_search/raw/7766fc10015d5a5f.html,200166839ee2f101e9073cf8786b9a85bab09cc6dd3ded14196c46f5ab21d388,,source_controls_passed
15,0,15,30,12,0,0,0,1,1,0,0,0,1,11,West Bengal,2003,Bardhaman,10,GALSI-II,KURKUBA,http://web.archive.org/web/20090410101831id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=10&blnm=GALSI-II,data/wb/vintage_search/raw/7766fc10015d5a5f.html,200166839ee2f101e9073cf8786b9a85bab09cc6dd3ded14196c46f5ab21d388,,source_controls_passed
13,1,12,26,10,0,0,0,0,1,1,0,0,1,3,West Bengal,2003,Bardhaman,11,JAMALPUR,JAMALPUR-II,http://web.archive.org/web/20090410101230id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=11&blnm=JAMALPUR,data/wb/vintage_search/raw/4ee07f429c83662e.html,1806543b28c6cea2c93525a47e205f44a665f1d87510a8d60f80ffe345d50cd4,,source_controls_passed
23,16,7,14,21,0,0,0,0,0,0,0,0,1,4,West Bengal,2003,Bardhaman,11,JAMALPUR,JARAGRAM,http://web.archive.org/web/20090410101230id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=11&blnm=JAMALPUR,data/wb/vintage_search/raw/4ee07f429c83662e.html,1806543b28c6cea2c93525a47e205f44a665f1d87510a8d60f80ffe345d50cd4,party_total_mismatch,needs_review
18,7,11,22,11,0,0,0,0,0,2,0,0,4,5,West Bengal,2003,Bardhaman,11,JAMALPUR,JOTSSRIRAM,http://web.archive.org/web/20090410101230id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=11&blnm=JAMALPUR,data/wb/vintage_search/raw/4ee07f429c83662e.html,1806543b28c6cea2c93525a47e205f44a665f1d87510a8d60f80ffe345d50cd4,party_total_mismatch,needs_review
18,4,14,31,11,0,1,0,0,1,3,0,0,2,6,West Bengal,2003,Bardhaman,11,JAMALPUR,JOUGRAM,http://web.archive.org/web/20090410101230id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=11&blnm=JAMALPUR,data/wb/vintage_search/raw/4ee07f429c83662e.html,1806543b28c6cea2c93525a47e205f44a665f1d87510a8d60f80ffe345d50cd4,,source_controls_passed
17,0,17,35,13,0,0,0,0,1,0,0,0,3,7,West Bengal,2003,Bardhaman,11,JAMALPUR,PANCHRA,http://web.archive.org/web/20090410101230id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=11&blnm=JAMALPUR,data/wb/vintage_search/raw/4ee07f429c83662e.html,1806543b28c6cea2c93525a47e205f44a665f1d87510a8d60f80ffe345d50cd4,,source_controls_passed
14,6,8,20,6,0,0,0,0,1,0,0,0,4,8,West Bengal,2003,Bardhaman,11,JAMALPUR,PARATAL-I,http://web.archive.org/web/20090410101230id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=11&blnm=JAMALPUR,data/wb/vintage_search/raw/4ee07f429c83662e.html,1806543b28c6cea2c93525a47e205f44a665f1d87510a8d60f80ffe345d50cd4,party_total_mismatch,needs_review
11,6,5,11,5,0,0,0,0,0,0,0,0,2,9,West Bengal,2003,Bardhaman,11,JAMALPUR,PARATAL-II,http://web.archive.org/web/20090410101230id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=11&blnm=JAMALPUR,data/wb/vintage_search/raw/4ee07f429c83662e.html,1806543b28c6cea2c93525a47e205f44a665f1d87510a8d60f80ffe345d50cd4,party_total_mismatch,needs_review
13,0,13,27,8,0,0,2,0,1,1,0,0,1,10,West Bengal,2003,Bardhaman,11,JAMALPUR,ABUJHATI-I,http://web.archive.org/web/20090410101230id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=11&blnm=JAMALPUR,data/wb/vintage_search/raw/4ee07f429c83662e.html,1806543b28c6cea2c93525a47e205f44a665f1d87510a8d60f80ffe345d50cd4,,source_controls_passed
12,3,9,20,7,0,0,0,0,1,0,0,0,4,11,West Bengal,2003,Bardhaman,11,JAMALPUR,ABUJHATI-II,http://web.archive.org/web/20090410101230id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=11&blnm=JAMALPUR,data/wb/vintage_search/raw/4ee07f429c83662e.html,1806543b28c6cea2c93525a47e205f44a665f1d87510a8d60f80ffe345d50cd4,,source_controls_passed
22,2,20,44,17,0,0,2,0,2,0,0,0,1,12,West Bengal,2003,Bardhaman,11,JAMALPUR,AJHAPUR,http://web.archive.org/web/20090410101230id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=11&blnm=JAMALPUR,data/wb/vintage_search/raw/4ee07f429c83662e.html,1806543b28c6cea2c93525a47e205f44a665f1d87510a8d60f80ffe345d50cd4,,source_controls_passed
17,9,8,16,15,0,0,0,0,0,0,0,0,1,13,West Bengal,2003,Bardhaman,11,JAMALPUR,BERUGRAM,http://web.archive.org/web/20090410101230id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=11&blnm=JAMALPUR,data/wb/vintage_search/raw/4ee07f429c83662e.html,1806543b28c6cea2c93525a47e205f44a665f1d87510a8d60f80ffe345d50cd4,party_total_mismatch,needs_review
23,8,15,32,19,0,0,0,0,1,0,0,0,2,14,West Bengal,2003,Bardhaman,11,JAMALPUR,CHAKDIGHI,http://web.archive.org/web/20090410101230id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=11&blnm=JAMALPUR,data/wb/vintage_search/raw/4ee07f429c83662e.html,1806543b28c6cea2c93525a47e205f44a665f1d87510a8d60f80ffe345d50cd4,party_total_mismatch,needs_review
14,1,13,28,11,0,0,0,0,2,0,0,0,1,15,West Bengal,2003,Bardhaman,11,JAMALPUR,JAMALPUR-I,http://web.archive.org/web/20090410101230id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=11&blnm=JAMALPUR,data/wb/vintage_search/raw/4ee07f429c83662e.html,1806543b28c6cea2c93525a47e205f44a665f1d87510a8d60f80ffe345d50cd4,,source_controls_passed
9,9,0,0,9,0,0,0,0,0,0,0,0,0,3,West Bengal,2003,Bardhaman,12,JAMURIA,MADENTORE,http://web.archive.org/web/20090410101316id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=12&blnm=JAMURIA,data/wb/vintage_search/raw/751460ac5a89fc4f.html,61dacd1aa0824a9842b9930dd5e21e2751b851a606a03556cf909ad35b2cfe4e,,source_controls_passed
10,9,1,2,10,0,0,0,0,0,0,0,0,0,4,West Bengal,2003,Bardhaman,12,JAMURIA,PARASIA,http://web.archive.org/web/20090410101316id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=12&blnm=JAMURIA,data/wb/vintage_search/raw/751460ac5a89fc4f.html,61dacd1aa0824a9842b9930dd5e21e2751b851a606a03556cf909ad35b2cfe4e,,source_controls_passed
16,9,7,14,15,0,0,0,0,0,0,1,0,0,5,West Bengal,2003,Bardhaman,12,JAMURIA,SHYAMALLA,http://web.archive.org/web/20090410101316id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=12&blnm=JAMURIA,data/wb/vintage_search/raw/751460ac5a89fc4f.html,61dacd1aa0824a9842b9930dd5e21e2751b851a606a03556cf909ad35b2cfe4e,,source_controls_passed
9,9,0,0,8,1,0,0,0,0,0,0,0,0,6,West Bengal,2003,Bardhaman,12,JAMURIA,TOPSI,http://web.archive.org/web/20090410101316id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=12&blnm=JAMURIA,data/wb/vintage_search/raw/751460ac5a89fc4f.html,61dacd1aa0824a9842b9930dd5e21e2751b851a606a03556cf909ad35b2cfe4e,,source_controls_passed
10,10,0,0,10,0,0,0,0,0,0,0,0,0,7,West Bengal,2003,Bardhaman,12,JAMURIA,BAHADURPUR,http://web.archive.org/web/20090410101316id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=12&blnm=JAMURIA,data/wb/vintage_search/raw/751460ac5a89fc4f.html,61dacd1aa0824a9842b9930dd5e21e2751b851a606a03556cf909ad35b2cfe4e,,source_controls_passed
11,4,7,14,11,0,0,0,0,0,0,0,0,0,8,West Bengal,2003,Bardhaman,12,JAMURIA,CHINCHURIA,http://web.archive.org/web/20090410101316id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=12&blnm=JAMURIA,data/wb/vintage_search/raw/751460ac5a89fc4f.html,61dacd1aa0824a9842b9930dd5e21e2751b851a606a03556cf909ad35b2cfe4e,,source_controls_passed
11,0,11,26,11,0,0,0,0,0,0,0,0,0,9,West Bengal,2003,Bardhaman,12,JAMURIA,CHURULIA,http://web.archive.org/web/20090410101316id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=12&blnm=JAMURIA,data/wb/vintage_search/raw/751460ac5a89fc4f.html,61dacd1aa0824a9842b9930dd5e21e2751b851a606a03556cf909ad35b2cfe4e,,source_controls_passed
8,8,0,0,7,1,0,0,0,0,0,0,0,0,10,West Bengal,2003,Bardhaman,12,JAMURIA,DOBRANA,http://web.archive.org/web/20090410101316id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=12&blnm=JAMURIA,data/wb/vintage_search/raw/751460ac5a89fc4f.html,61dacd1aa0824a9842b9930dd5e21e2751b851a606a03556cf909ad35b2cfe4e,,source_controls_passed
12,12,0,0,12,0,0,0,0,0,0,0,0,0,11,West Bengal,2003,Bardhaman,12,JAMURIA,HIJALGORAH,http://web.archive.org/web/20090410101316id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=12&blnm=JAMURIA,data/wb/vintage_search/raw/751460ac5a89fc4f.html,61dacd1aa0824a9842b9930dd5e21e2751b851a606a03556cf909ad35b2cfe4e,,source_controls_passed
8,8,0,0,7,1,0,0,0,0,0,0,0,0,12,West Bengal,2003,Bardhaman,12,JAMURIA,KENDA,http://web.archive.org/web/20090410101316id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=12&blnm=JAMURIA,data/wb/vintage_search/raw/751460ac5a89fc4f.html,61dacd1aa0824a9842b9930dd5e21e2751b851a606a03556cf909ad35b2cfe4e,,source_controls_passed
15,0,15,44,10,0,1,0,0,1,3,0,0,0,3,West Bengal,2003,Bardhaman,13,KALNA I,KRISHNADEVPUR,http://web.archive.org/web/20090410103334id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=13&blnm=KALNA-I,data/wb/vintage_search/raw/892a4ec6bbcd69d7.html,bdf7730d7396cc42d63126b5622204261957cd12d2adfe7d33349ad10d12f4f0,,source_controls_passed
16,0,16,33,3,0,0,0,7,5,1,0,0,0,4,West Bengal,2003,Bardhaman,13,KALNA I,NANDAI,http://web.archive.org/web/20090410103334id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=13&blnm=KALNA-I,data/wb/vintage_search/raw/892a4ec6bbcd69d7.html,bdf7730d7396cc42d63126b5622204261957cd12d2adfe7d33349ad10d12f4f0,,source_controls_passed
19,19,0,0,19,0,0,0,0,0,0,0,0,0,5,West Bengal,2003,Bardhaman,13,KALNA I,SULTANPUR,http://web.archive.org/web/20090410103334id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=13&blnm=KALNA-I,data/wb/vintage_search/raw/892a4ec6bbcd69d7.html,bdf7730d7396cc42d63126b5622204261957cd12d2adfe7d33349ad10d12f4f0,,source_controls_passed
20,4,16,35,16,0,3,0,0,0,0,0,0,1,6,West Bengal,2003,Bardhaman,13,KALNA I,ATGHORIA SIMLON,http://web.archive.org/web/20090410103334id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=13&blnm=KALNA-I,data/wb/vintage_search/raw/892a4ec6bbcd69d7.html,bdf7730d7396cc42d63126b5622204261957cd12d2adfe7d33349ad10d12f4f0,,source_controls_passed
18,2,16,36,17,0,0,0,0,1,0,0,0,0,7,West Bengal,2003,Bardhaman,13,KALNA I,BAGNAPARA,http://web.archive.org/web/20090410103334id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=13&blnm=KALNA-I,data/wb/vintage_search/raw/892a4ec6bbcd69d7.html,bdf7730d7396cc42d63126b5622204261957cd12d2adfe7d33349ad10d12f4f0,,source_controls_passed
15,0,15,31,13,0,0,0,1,1,0,0,0,0,8,West Bengal,2003,Bardhaman,13,KALNA I,BEGPUR,http://web.archive.org/web/20090410103334id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=13&blnm=KALNA-I,data/wb/vintage_search/raw/892a4ec6bbcd69d7.html,bdf7730d7396cc42d63126b5622204261957cd12d2adfe7d33349ad10d12f4f0,,source_controls_passed
24,0,24,67,11,0,1,0,0,3,9,0,0,0,9,West Bengal,2003,Bardhaman,13,KALNA I,DHATRIGRAM,http://web.archive.org/web/20090410103334id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=13&blnm=KALNA-I,data/wb/vintage_search/raw/892a4ec6bbcd69d7.html,bdf7730d7396cc42d63126b5622204261957cd12d2adfe7d33349ad10d12f4f0,,source_controls_passed
23,0,23,54,14,0,0,0,1,4,4,0,0,0,10,West Bengal,2003,Bardhaman,13,KALNA I,HAT KALNA,http://web.archive.org/web/20090410103334id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=13&blnm=KALNA-I,data/wb/vintage_search/raw/892a4ec6bbcd69d7.html,bdf7730d7396cc42d63126b5622204261957cd12d2adfe7d33349ad10d12f4f0,,source_controls_passed
16,0,16,47,13,0,0,0,0,2,0,0,0,1,11,West Bengal,2003,Bardhaman,13,KALNA I,KANKURIA,http://web.archive.org/web/20090410103334id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=13&blnm=KALNA-I,data/wb/vintage_search/raw/892a4ec6bbcd69d7.html,bdf7730d7396cc42d63126b5622204261957cd12d2adfe7d33349ad10d12f4f0,,source_controls_passed
17,1,16,32,13,0,2,0,0,1,1,0,0,0,3,West Bengal,2003,Bardhaman,14,KALNA-II,PINDIRA,http://web.archive.org/web/20090410102908id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=14&blnm=KALNA-II,data/wb/vintage_search/raw/963489a72078b47d.html,4bc0f6fc83453484564d358e1d70fd765cc8638a579ee6d79022960e8d1d1b91,,source_controls_passed
19,3,16,34,18,0,0,0,0,1,0,0,0,0,4,West Bengal,2003,Bardhaman,14,KALNA-II,SATGACHIA,http://web.archive.org/web/20090410102908id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=14&blnm=KALNA-II,data/wb/vintage_search/raw/963489a72078b47d.html,4bc0f6fc83453484564d358e1d70fd765cc8638a579ee6d79022960e8d1d1b91,,source_controls_passed
17,3,14,34,17,0,0,0,0,0,0,0,0,0,5,West Bengal,2003,Bardhaman,14,KALNA-II,AKALPOUSH,http://web.archive.org/web/20090410102908id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=14&blnm=KALNA-II,data/wb/vintage_search/raw/963489a72078b47d.html,4bc0f6fc83453484564d358e1d70fd765cc8638a579ee6d79022960e8d1d1b91,,source_controls_passed
19,2,17,39,16,0,2,0,0,1,0,0,0,0,6,West Bengal,2003,Bardhaman,14,KALNA-II,ANUKHAL,http://web.archive.org/web/20090410102908id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=14&blnm=KALNA-II,data/wb/vintage_search/raw/963489a72078b47d.html,4bc0f6fc83453484564d358e1d70fd765cc8638a579ee6d79022960e8d1d1b91,,source_controls_passed
17,1,16,34,14,0,0,0,0,3,0,0,0,0,7,West Bengal,2003,Bardhaman,14,KALNA-II,BADLA,http://web.archive.org/web/20090410102908id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=14&blnm=KALNA-II,data/wb/vintage_search/raw/963489a72078b47d.html,4bc0f6fc83453484564d358e1d70fd765cc8638a579ee6d79022960e8d1d1b91,,source_controls_passed
15,0,15,34,10,0,0,0,3,2,0,0,0,0,8,West Bengal,2003,Bardhaman,14,KALNA-II,BAIDYAPUR,http://web.archive.org/web/20090410102908id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=14&blnm=KALNA-II,data/wb/vintage_search/raw/963489a72078b47d.html,4bc0f6fc83453484564d358e1d70fd765cc8638a579ee6d79022960e8d1d1b91,,source_controls_passed
14,0,14,33,14,0,0,0,0,0,0,0,0,0,9,West Bengal,2003,Bardhaman,14,KALNA-II,BARADHAMAS,http://web.archive.org/web/20090410102908id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=14&blnm=KALNA-II,data/wb/vintage_search/raw/963489a72078b47d.html,4bc0f6fc83453484564d358e1d70fd765cc8638a579ee6d79022960e8d1d1b91,,source_controls_passed
16,0,16,35,9,0,3,0,0,3,0,0,0,1,10,West Bengal,2003,Bardhaman,14,KALNA-II,KALYANPUR,http://web.archive.org/web/20090410102908id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=14&blnm=KALNA-II,data/wb/vintage_search/raw/963489a72078b47d.html,4bc0f6fc83453484564d358e1d70fd765cc8638a579ee6d79022960e8d1d1b91,,source_controls_passed
19,3,16,32,17,1,0,0,0,1,0,0,0,0,3,West Bengal,2003,Bardhaman,15,KANKSA,TILAKCHANDRAPUR,http://web.archive.org/web/20090410101342id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=15&blnm=KANKSA,data/wb/vintage_search/raw/e3289d3a3e40348c.html,3f2c39f4c5fb4ef99305e033716c62a8d7121b3435461c968db19a6455dea610,,source_controls_passed
23,0,23,46,20,0,0,0,0,1,1,0,0,1,4,West Bengal,2003,Bardhaman,15,KANKSA,AMLAJORA,http://web.archive.org/web/20090410101342id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=15&blnm=KANKSA,data/wb/vintage_search/raw/e3289d3a3e40348c.html,3f2c39f4c5fb4ef99305e033716c62a8d7121b3435461c968db19a6455dea610,,source_controls_passed
13,13,0,0,13,0,0,0,0,0,0,0,0,0,5,West Bengal,2003,Bardhaman,15,KANKSA,BANKATI,http://web.archive.org/web/20090410101342id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=15&blnm=KANKSA,data/wb/vintage_search/raw/e3289d3a3e40348c.html,3f2c39f4c5fb4ef99305e033716c62a8d7121b3435461c968db19a6455dea610,,source_controls_passed
13,2,11,22,12,0,0,0,0,1,0,0,0,0,6,West Bengal,2003,Bardhaman,15,KANKSA,BIDBEHAR,http://web.archive.org/web/20090410101342id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=15&blnm=KANKSA,data/wb/vintage_search/raw/e3289d3a3e40348c.html,3f2c39f4c5fb4ef99305e033716c62a8d7121b3435461c968db19a6455dea610,,source_controls_passed
26,1,25,51,26,0,0,0,0,0,0,0,0,0,7,West Bengal,2003,Bardhaman,15,KANKSA,GOPALPUR,http://web.archive.org/web/20090410101342id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=15&blnm=KANKSA,data/wb/vintage_search/raw/e3289d3a3e40348c.html,3f2c39f4c5fb4ef99305e033716c62a8d7121b3435461c968db19a6455dea610,,source_controls_passed
24,5,19,38,24,0,0,0,0,0,0,0,0,0,8,West Bengal,2003,Bardhaman,15,KANKSA,KANKSA,http://web.archive.org/web/20090410101342id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=15&blnm=KANKSA,data/wb/vintage_search/raw/e3289d3a3e40348c.html,3f2c39f4c5fb4ef99305e033716c62a8d7121b3435461c968db19a6455dea610,,source_controls_passed
19,0,19,38,17,0,0,0,0,2,0,0,0,0,9,West Bengal,2003,Bardhaman,15,KANKSA,MALANDIGHI,http://web.archive.org/web/20090410101342id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=15&blnm=KANKSA,data/wb/vintage_search/raw/e3289d3a3e40348c.html,3f2c39f4c5fb4ef99305e033716c62a8d7121b3435461c968db19a6455dea610,,source_controls_passed
