source_page,side,line,raw_text,serial,name,category
41,right,37,4 Perumapattu SC (Women),4,Perumapattu,SC (Women)
41,right,38,5 Anandapatti SC (General),5,Anandapatti,SC (General)
41,right,39,6 Bommikuppam SC (General),6,Bommikuppam,SC (General)
41,right,40,7 Chinnasamudram SC (General),7,Chinnasamudram,SC (General)
41,right,41,8 Poorigamanimitta SC (General),8,Poorigamanimitta,SC (General)
41,right,42,9 Rachamangalam SC (General),9,Rachamangalam,SC (General)
42,left,3,10 Thathanavalasai SC (General),10,Thathanavalasai,SC (General)
42,left,4,11 Jammanapudur General (Women),11,Jammanapudur,General (Women)
42,left,5,12 Karuppanur General (Women),12,Karuppanur,General (Women)
42,left,6,13 Marimanikuppam General (Women),13,Marimanikuppam,General (Women)
42,left,7,14 Mottur General (Women),14,Mottur,General (Women)
42,left,8,15 Pudukottai General (Women),15,Pudukottai,General (Women)
42,left,9,16 Selanthampalli General (Women),16,Selanthampalli,General (Women)
42,left,10,17 Sowdekuppam General (Women),17,Sowdekuppam,General (Women)
42,left,11,18 Thathavallikrishnapuram General (Women),18,Thathavallikrishnapuram,General (Women)
42,left,12,19 Vengayapalli General (Women),19,Vengayapalli,General (Women)
42,left,13,20 Agaram General,20,Agaram,General
42,left,14,21 Andiyappanur General,21,Andiyappanur,General
42,left,15,22 Aneri General,22,Aneri,General
42,left,16,23 Irunapattu General,23,Irunapattu,General
42,left,17,24 Kadirampatti General,24,Kadirampatti,General
42,left,18,25 Kakanampalayam General,25,Kakanampalayam,General
42,left,19,26 Kodumampalli General,26,Kodumampalli,General
42,left,20,27 Kurisilapattu General,27,Kurisilapattu,General
42,left,21,28 Kurumbakeri General,28,Kurumbakeri,General
42,left,22,29 Madapalli General,29,Madapalli,General
42,left,23,30 Mittoor General,30,Mittoor,General
42,left,24,31 Pallavalli General,31,Pallavalli,General
42,left,25,32 Palnankuppam General,32,Palnankuppam,General
42,left,26,33 Poongulam General,33,Poongulam,General
42,left,27,34 Thimmanamuthur General,34,Thimmanamuthur,General
42,left,29,1 Sembedu SC (Women),1,Sembedu,SC (Women)
42,left,30,2 Usur SC (Women),2,Usur,SC (Women)
42,left,31,3 Abdullapuram SC (General),3,Abdullapuram,SC (General)
42,left,32,4 Budur SC (General),4,Budur,SC (General)
42,left,33,5 Thellur SC (General),5,Thellur,SC (General)
42,left,34,6 Venkatapuram SC (General),6,Venkatapuram,SC (General)
42,left,35,7 Athiyur General (Women),7,Athiyur,General (Women)
42,left,36,8 Kilmonavur General (Women),8,Kilmonavur,General (Women)
42,left,37,9 Perumugai General (Women),9,Perumugai,General (Women)
42,left,38,10 Sekkanur General (Women),10,Sekkanur,General (Women)
42,left,39,11 Karugampattur General (Women),11,Karugampattur,General (Women)
42,left,40,12 Anpundi General,12,Anpundi,General
42,left,41,13 Kuppam General,13,Kuppam,General
42,left,42,14 Melmonavur General,14,Melmonavur,General
42,right,3,15 Palamathi General,15,Palamathi,General
42,right,4,16 Pulimedu General,16,Pulimedu,General
42,right,5,17 Sadupperi General,17,Sadupperi,General
42,right,6,18 Sirukanchi General,18,Sirukanchi,General
42,right,8,1 Sathambakkam SC (Women),1,Sathambakkam,SC (Women)
42,right,9,2 V.C.Mottur SC (Women),2,V.C.Mottur,SC (Women)
42,right,10,3 Maniyambattu SC (General),3,Maniyambattu,SC (General)
42,right,11,4 Manthangal SC (General),4,Manthangal,SC (General)
42,right,12,5 Mottoor SC (General),5,Mottoor,SC (General)
42,right,13,6 Thengal SC (General),6,Thengal,SC (General)
42,right,14,7 Bagaveli General (Women),7,Bagaveli,General (Women)
42,right,15,8 Chettithangal General (Women),8,Chettithangal,General (Women)
42,right,16,9 Kadapperi General (Women),9,Kadapperi,General (Women)
42,right,17,10 Kalmelkuppam General (Women),10,Kalmelkuppam,General (Women)
42,right,18,11 Kondakuppam General (Women),11,Kondakuppam,General (Women)
42,right,19,12 Lalapettai General (Women),12,Lalapettai,General (Women)
42,right,20,13 Mukundarayapuram General (Women),13,Mukundarayapuram,General (Women)
42,right,21,14 Musiri General (Women),14,Musiri,General (Women)
42,right,22,15 Narasingapuram General (Women),15,Narasingapuram,General (Women)
42,right,23,16 Thagarakuppam General (Women),16,Thagarakuppam,General (Women)
42,right,24,17 Anandhalai General,17,Anandhalai,General
42,right,25,18 Chennesamudram General,18,Chennesamudram,General
42,right,26,19 Ekambaranellur General,19,Ekambaranellur,General
42,right,27,20 Gudimallur General,20,Gudimallur,General
42,right,28,21 Katharikuppam General,21,Katharikuppam,General
42,right,29,22 Marudampakkam General,22,Marudampakkam,General
42,right,30,23 Navlock General,23,Navlock,General
42,right,31,24 Padiyampakkam General,24,Padiyampakkam,General
42,right,32,25 Palleri General,25,Palleri,General
42,right,33,26 Poondi General,26,Poondi,General
42,right,34,27 Sengadu General,27,Sengadu,General
42,right,35,28 Sikarajapuram General,28,Sikarajapuram,General
42,right,36,29 Sumaithangi General,29,Sumaithangi,General
42,right,37,30 Thenkadappanthangal General,30,Thenkadappanthangal,General
42,right,38,31 Thirumalaicheri General,31,Thirumalaicheri,General
42,right,39,32 Thiruparkadal General,32,Thiruparkadal,General
42,right,40,33 Valluvambakkam General,33,Valluvambakkam,General
42,right,41,34 Vanapadi General,34,Vanapadi,General
42,right,42,35 Vannivedu General,35,Vannivedu,General
42,right,43,36 Vasur General,36,Vasur,General
43,left,10,1 Melkachirapattu ST (Women),1,Melkachirapattu,ST (Women)
43,left,11,2 Palayanur ST (General),2,Palayanur,ST (General)
43,left,12,3 Athiyandal SC(Women),3,Athiyandal,SC(Women)
43,left,13,4 Chinnakangeyanur SC(Women),4,Chinnakangeyanur,SC(Women)
43,left,14,5 Kadagaman SC(Women),5,Kadagaman,SC(Women)
43,left,15,6 Devanandal SC(Women),6,Devanandal,SC(Women)
43,left,16,7 Thenmathur SC(Women),7,Thenmathur,SC(Women)
43,left,17,8 Ananandal SC(Women),8,Ananandal,SC(Women)
43,left,18,9 Thandarai SC(General),9,Thandarai,SC(General)
43,left,19,10 Veraiyur SC(General),10,Veraiyur,SC(General)
43,left,20,11 Pandithapattu SC(General),11,Pandithapattu,SC(General)
43,left,21,12 Malappambadi SC(General),12,Malappambadi,SC(General)
43,left,22,13 Kolakudi SC(General),13,Kolakudi,SC(General)
43,left,23,14 Pavupattu SC(General),14,Pavupattu,SC(General)
43,left,24,15 Navambattu SC(General),15,Navambattu,SC(General)
43,left,25,16 Naraiyur SC(General),16,Naraiyur,SC(General)
43,left,26,17 Endal SC(General),17,Endal,SC(General)
43,left,27,18 Periyakallapadi SC(General),18,Periyakallapadi,SC(General)
43,left,28,19 Isukazhikatteri General(Women),19,Isukazhikatteri,General(Women)
43,left,29,20 Thalayampallam General(Women),20,Thalayampallam,General(Women)
43,left,30,21 Thiruvanaimugam Valasai General(Women),21,Thiruvanaimugam Valasai,General(Women)
43,left,31,22 Arudirapattu General(Women),22,Arudirapattu,General(Women)
43,left,32,23 Anaipirandan General(Women),23,Anaipirandan,General(Women)
43,left,33,24 Andampallam General(Women),24,Andampallam,General(Women)
43,left,34,25 Devanur General(Women),25,Devanur,General(Women)
43,left,35,26 Kilkachirapattu General(Women),26,Kilkachirapattu,General(Women)
43,left,36,27 Nallanpillaipetral General(Women),27,Nallanpillaipetral,General(Women)
43,left,37,28 Nallavanpalayam General(Women),28,Nallavanpalayam,General(Women)
43,left,38,29 Perumanam General(Women),29,Perumanam,General(Women)
43,left,39,30 So.Kilnachipattu General(Women),30,So.Kilnachipattu,General(Women)
43,left,40,31 Thiruvarangam Valavetti General(Women),31,Thiruvarangam Valavetti,General(Women)
43,left,41,32 Aradapattu General(Women),32,Aradapattu,General(Women)
43,left,42,33 T. Kalleri General(Women),33,T. Kalleri,General(Women)
43,left,43,34 Meyyur General(Women),34,Meyyur,General(Women)
43,left,44,35 Viruduvilanginan General,35,Viruduvilanginan,General
43,left,45,36 Melathickan General,36,Melathickan,General
43,left,46,37 Su.Pappambadi General,37,Su.Pappambadi,General
43,left,47,38 Adaiyur General,38,Adaiyur,General
43,left,48,39 Parayampattu General,39,Parayampattu,General
43,left,49,40 Chinnakallapadi General,40,Chinnakallapadi,General
43,left,50,41 Ayyampalayam General,41,Ayyampalayam,General
43,right,9,42 Su.Nallur General,42,Su.Nallur,General
43,right,10,43 Thatchampattu General,43,Thatchampattu,General
43,right,11,44 Kandiankuppam General,44,Kandiankuppam,General
43,right,12,45 Pavithram General,45,Pavithram,General
43,right,13,46 Kilchettipattu General,46,Kilchettipattu,General
43,right,14,47 Nochimalai General,47,Nochimalai,General
43,right,15,48 Su.Andapattu General,48,Su.Andapattu,General
43,right,16,49 Madurampattu General,49,Madurampattu,General
43,right,17,50 Kannapandal General,50,Kannapandal,General
43,right,18,51 Kattampoondi General,51,Kattampoondi,General
43,right,19,52 Allikondapattu General,52,Allikondapattu,General
43,right,20,53 Adiannamalai General,53,Adiannamalai,General
43,right,21,54 Alaganandal General,54,Alaganandal,General
43,right,22,55 Kallottu General,55,Kallottu,General
43,right,23,56 Kannandampoondi General,56,Kannandampoondi,General
43,right,24,57 Kilkaripur General,57,Kilkaripur,General
43,right,25,58 Melchettipattu General,58,Melchettipattu,General
43,right,26,59 Nachanandal General,59,Nachanandal,General
43,right,27,60 Nadupattu General,60,Nadupattu,General
43,right,28,61 Panaiyur General,61,Panaiyur,General
43,right,29,62 Su.Kambupattu General,62,Su.Kambupattu,General
43,right,30,63 Udayanandal General,63,Udayanandal,General
43,right,31,64 Velayambakkam General,64,Velayambakkam,General
43,right,32,65 Vengikkal General,65,Vengikkal,General
43,right,33,66 Viswanthangal General,66,Viswanthangal,General
43,right,34,67 Su.Valavetti General,67,Su.Valavetti,General
43,right,35,68 Savalpoondi General,68,Savalpoondi,General
43,right,36,69 Nariyapattu General,69,Nariyapattu,General
43,right,38,1 Kalingaleri ST(General),1,Kalingaleri,ST(General)
43,right,39,2 Agaram SC(Women),2,Agaram,SC(Women)
43,right,40,3 Angunam SC(Women),3,Angunam,SC(Women)
43,right,41,4 Kolathur SC(Women),4,Kolathur,SC(Women)
43,right,42,5 Vedanatham SC(Women),5,Vedanatham,SC(Women)
43,right,43,6 Ganalapadi SC(General),6,Ganalapadi,SC(General)
43,right,44,7 Keekaloor SC(General),7,Keekaloor,SC(General)
43,right,45,8 Nariyamangalam SC(General),8,Nariyamangalam,SC(General)
43,right,46,9 Olaipadi SC(General),9,Olaipadi,SC(General)
43,right,47,10 Sanipoondi SC(General),10,Sanipoondi,SC(General)
43,right,48,11 Sirunathur SC(General),11,Sirunathur,SC(General)
43,right,49,12 Vaippur SC(General),12,Vaippur,SC(General)
44,left,3,13 Arumbakkam General(Women),13,Arumbakkam,General(Women)
44,left,4,14 Avoor General(Women),14,Avoor,General(Women)
44,left,5,15 Ganapapuram General(Women),15,Ganapapuram,General(Women)
44,left,6,16 Na.Gengapattu General(Women),16,Na.Gengapattu,General(Women)
44,left,7,17 Kadambai General(Women),17,Kadambai,General(Women)
44,left,8,18 Kallayee General(Women),18,Kallayee,General(Women)
44,left,9,19 Kathazhampattu General(Women),19,Kathazhampattu,General(Women)
44,left,10,20 Konalur General(Women),20,Konalur,General(Women)
44,left,11,21 Nadazhaganadal General(Women),21,Nadazhaganadal,General(Women)
44,left,12,22 Panniyur General(Women),22,Panniyur,General(Women)
44,left,13,23 Rajanthangal General(Women),23,Rajanthangal,General(Women)
44,left,14,24 Anukkumalai General,24,Anukkumalai,General
44,left,15,25 Aranji General,25,Aranji,General
44,left,16,26 Chellankuppam General,26,Chellankuppam,General
44,left,17,27 Gudalur(Z) General,27,Gudalur(Z),General
44,left,18,28 Iyangunam General,28,Iyangunam,General
44,left,19,29 Kalpoondi General,29,Kalpoondi,General
44,left,20,30 Kaniyampoondi General,30,Kaniyampoondi,General
44,left,21,31 Karikilambadi General,31,Karikilambadi,General
44,left,22,32 Kattumalaiyanoor General,32,Kattumalaiyanoor,General
44,left,23,33 Kazhikulam General,33,Kazhikulam,General
44,left,24,34 Keeranur General,34,Keeranur,General
44,left,25,35 Mekkalur General,35,Mekkalur,General
44,left,26,36 Neelanthangal General,36,Neelanthangal,General
44,left,27,37 So.Namiyandal General,37,So.Namiyandal,General
44,left,28,38 Neivanatham General,38,Neivanatham,General
44,left,29,39 Rayampettai General,39,Rayampettai,General
44,left,30,40 Sevarapoondi General,40,Sevarapoondi,General
44,left,31,41 Somasipadi General,41,Somasipadi,General
44,left,32,42 Su.Polakkunam General,42,Su.Polakkunam,General
44,left,33,43 Vazhuthalangunam General,43,Vazhuthalangunam,General
44,left,34,44 Vayalur General,44,Vayalur,General
44,left,35,45 Velanandal General,45,Velanandal,General
44,left,37,1 Pudumallavadi ST(General),1,Pudumallavadi,ST(General)
44,left,38,2 Arpakkam SC(Women),2,Arpakkam,SC(Women)
44,left,39,3 Andapattu (V) SC(Women),3,Andapattu (V),SC(Women)
44,left,40,4 Northampoondi SC(Women),4,Northampoondi,SC(Women)
44,left,41,5 Salaiyanur SC(Women),5,Salaiyanur,SC(Women)
44,left,42,6 Naidumangalam SC(General),6,Naidumangalam,SC(General)
44,left,43,7 Mallappa Nayakkam Palayam SC(General),7,Mallappa Nayakkam Palayam,SC(General)
44,left,44,8 Inamkariyandal SC(General),8,Inamkariyandal,SC(General)
44,left,45,9 Kolakaravadi SC(General),9,Kolakaravadi,SC(General)
44,left,46,10 Meppathurai SC(General),10,Meppathurai,SC(General)
44,left,47,11 Vallivagai SC(General),11,Vallivagai,SC(General)
44,left,48,12 Kothanthavadi General(Women),12,Kothanthavadi,General(Women)
44,right,3,13 Karunthuvambadi General(Women),13,Karunthuvambadi,General(Women)
44,right,4,14 Maruthuvambadi General(Women),14,Maruthuvambadi,General(Women)
44,right,5,15 Vadakarimbalur General(Women),15,Vadakarimbalur,General(Women)
44,right,6,16 Durgainammiyandal General(Women),16,Durgainammiyandal,General(Women)
44,right,7,17 Mathalampadi General(Women),17,Mathalampadi,General(Women)
44,right,8,18 Mutharasampoondi General(Women),18,Mutharasampoondi,General(Women)
44,right,9,19 Randam General(Women),19,Randam,General(Women)
44,right,10,20 Erumpoondi General(Women),20,Erumpoondi,General(Women)
44,right,11,21 Kiliapattu General(Women),21,Kiliapattu,General(Women)
44,right,12,22 Porkunam General(Women),22,Porkunam,General(Women)
44,right,13,23 Sadayanodai General(Women),23,Sadayanodai,General(Women)
44,right,14,24 Mangalam General,24,Mangalam,General
44,right,15,25 Kamalaputhur General,25,Kamalaputhur,General
44,right,16,26 Thurinjapuram General,26,Thurinjapuram,General
44,right,17,27 Usampadi General,27,Usampadi,General
44,right,18,28 Mallavadi General,28,Mallavadi,General
44,right,19,29 Devanampattu General,29,Devanampattu,General
44,right,20,30 Kariyandal General,30,Kariyandal,General
44,right,21,31 Kovur General,31,Kovur,General
44,right,22,32 Karkonam General,32,Karkonam,General
44,right,23,33 Uthirampoondi General,33,Uthirampoondi,General
44,right,24,34 Vedandavadi General,34,Vedandavadi,General
44,right,25,35 Vadakaringalipadi General,35,Vadakaringalipadi,General
44,right,26,36 Palanandal General,36,Palanandal,General
44,right,27,37 Vadapulidiyur General,37,Vadapulidiyur,General
44,right,28,38 Kunniyandal General,38,Kunniyandal,General
44,right,29,39 Nookkambadi General,39,Nookkambadi,General
44,right,30,40 Boodamangalam General,40,Boodamangalam,General
44,right,31,41 Kalasthambadi General,41,Kalasthambadi,General
44,right,32,42 Karumarapatti General,42,Karumarapatti,General
44,right,33,43 Periyakilambadi General,43,Periyakilambadi,General
44,right,34,44 Sananandal General,44,Sananandal,General
44,right,35,45 Silappandal General,45,Silappandal,General
44,right,36,46 Sorakolathur General,46,Sorakolathur,General
44,right,37,47 Veluganandal General,47,Veluganandal,General
44,right,39,1 Thindivanam ST(General),1,Thindivanam,ST(General)
44,right,40,2 Venmani SC(Women),2,Venmani,SC(Women)
44,right,41,3 Vilankuppam SC(Women),3,Vilankuppam,SC(Women)
44,right,42,4 Mukurumbai SC(Women),4,Mukurumbai,SC(Women)
44,right,43,5 Illupakunam SC(General),5,Illupakunam,SC(General)
44,right,44,6 Kattipoondi SC(General),6,Kattipoondi,SC(General)
44,right,45,7 Kunnathur SC(General),7,Kunnathur,SC(General)
44,right,46,8 Potharai SC(General),8,Potharai,SC(General)
44,right,47,9 Athuvambadi General(Women),9,Athuvambadi,General(Women)
44,right,48,10 Enduvambadi General(Women),10,Enduvambadi,General(Women)
45,left,3,11 Kalasamuthiram General(Women),11,Kalasamuthiram,General(Women)
45,left,4,12 Kuruvimalai General(Women),12,Kuruvimalai,General(Women)
45,left,5,13 Narayanamangalam General(Women),13,Narayanamangalam,General(Women)
45,left,6,14 Padavedu General(Women),14,Padavedu,General(Women)
45,left,7,15 Periyagaram General(Women),15,Periyagaram,General(Women)
45,left,8,16 Renderipattu General(Women),16,Renderipattu,General(Women)
45,left,9,17 Santhavasal General(Women),17,Santhavasal,General(Women)
45,left,10,18 Sedarampattu General(Women),18,Sedarampattu,General(Women)
45,left,11,19 Tirusoor General(Women),19,Tirusoor,General(Women)
45,left,12,20 Ananthapuram General,20,Ananthapuram,General
45,left,13,21 Edapirai General,21,Edapirai,General
45,left,14,22 Ezhuvambadi General,22,Ezhuvambadi,General
45,left,15,23 Erikuppam General,23,Erikuppam,General
45,left,16,24 Kalkuppam General,24,Kalkuppam,General
45,left,17,25 Kalpattu General,25,Kalpattu,General
45,left,18,26 Kalvasal General,26,Kalvasal,General
45,left,19,27 Kangeyanoor General,27,Kangeyanoor,General
45,left,20,28 Kasthampadi General,28,Kasthampadi,General
45,left,21,29 Kelur General,29,Kelur,General
45,left,22,30 Krishnapuram General,30,Krishnapuram,General
45,left,23,31 Kuppam General,31,Kuppam,General
45,left,24,32 Mambattu General,32,Mambattu,General
45,left,25,33 Murugapadi General,33,Murugapadi,General
45,left,26,34 Palavarthuvendran General,34,Palavarthuvendran,General
45,left,27,35 Pudupalayam General,35,Pudupalayam,General
45,left,28,36 Sengunam General,36,Sengunam,General
45,left,29,37 Thurnjikuppam General,37,Thurnjikuppam,General
45,left,30,38 Vazhiyur General,38,Vazhiyur,General
45,left,31,39 Vasur General,39,Vasur,General
45,left,32,40 Vellur General,40,Vellur,General
45,left,34,1 Kadalady SC(Women),1,Kadalady,SC(Women)
45,left,35,2 Gengavaram SC(Women),2,Gengavaram,SC(Women)
45,left,36,3 Aniyalai SC(Women),3,Aniyalai,SC(Women)
45,left,37,4 Melarani SC(Women),4,Melarani,SC(Women)
45,left,38,5 Pillur SC(General),5,Pillur,SC(General)
45,left,39,6 Ernamangalam SC(General),6,Ernamangalam,SC(General)
45,left,40,7 Mattavettu SC(General),7,Mattavettu,SC(General)
45,left,41,8 Kappalur SC(General),8,Kappalur,SC(General)
45,left,42,9 Venkatampalayam SC(General),9,Venkatampalayam,SC(General)
45,left,43,10 Thenpallipattu SC(General),10,Thenpallipattu,SC(General)
45,right,3,11 Veeralur SC(General),11,Veeralur,SC(General)
45,right,4,12 Mottur General(Women),12,Mottur,General(Women)
45,right,5,13 Vanniyanur General(Women),13,Vanniyanur,General(Women)
45,right,6,14 Adamangalam General(Women),14,Adamangalam,General(Women)
45,right,7,15 Kettavarampalayam General(Women),15,Kettavarampalayam,General(Women)
45,right,8,16 Thenmathimangalam General(Women),16,Thenmathimangalam,General(Women)
45,right,9,17 Ladavaram General(Women),17,Ladavaram,General(Women)
45,right,10,18 Kidampalayam General(Women),18,Kidampalayam,General(Women)
45,right,11,19 Melsholankuppam General(Women),19,Melsholankuppam,General(Women)
45,right,12,20 Poondi General(Women),20,Poondi,General(Women)
45,right,13,21 Siruvallur General(Women),21,Siruvallur,General(Women)
45,right,14,22 Kilpalur General(Women),22,Kilpalur,General(Women)
45,right,15,23 Melpalur General,23,Melpalur,General
45,right,16,24 Devarayanpalayam General,24,Devarayanpalayam,General
45,right,17,25 Melvilvarayanallur General,25,Melvilvarayanallur,General
45,right,18,26 Gengalamahadevi General,26,Gengalamahadevi,General
45,right,19,27 Arunagirimangalam General,27,Arunagirimangalam,General
45,right,20,28 Kanthapalayam General,28,Kanthapalayam,General
45,right,21,29 Palankoil General,29,Palankoil,General
45,right,22,30 Elathur General,30,Elathur,General
45,right,23,31 Kilkuppam General,31,Kilkuppam,General
45,right,24,32 Kilpotharai General,32,Kilpotharai,General
45,right,25,33 Kalur General,33,Kalur,General
45,right,26,34 Padagam General,34,Padagam,General
45,right,27,35 Singaravady General,35,Singaravady,General
45,right,28,36 Kampattu General,36,Kampattu,General
45,right,29,37 Sholavaram General,37,Sholavaram,General
45,right,30,38 Alangaramangalam General,38,Alangaramangalam,General
45,right,31,39 Kalasapakkam General,39,Kalasapakkam,General
45,right,32,40 Anaivady General,40,Anaivady,General
45,right,33,41 Koilmathimangalam General,41,Koilmathimangalam,General
45,right,34,42 Pathiyavady General,42,Pathiyavady,General
45,right,35,43 Pattiyandal General,43,Pattiyandal,General
45,right,36,44 Sengaputheri General,44,Sengaputheri,General
45,right,37,45 Seetambattu General,45,Seetambattu,General
45,right,39,1 Peranambakkam SC(Women),1,Peranambakkam,SC(Women)
45,right,40,2 Thumbur SC(Women),2,Thumbur,SC(Women)
45,right,41,3 Appedu SC(General),3,Appedu,SC(General)
45,right,42,4 Karikkathur SC(General),4,Karikkathur,SC(General)
45,right,43,5 Kothandavadi SC(General),5,Kothandavadi,SC(General)
46,left,3,6 Semmiyamangalam General(Women),6,Semmiyamangalam,General(Women)
46,left,4,7 Eyakolathur General(Women),7,Eyakolathur,General(Women)
46,left,5,8 Modaiyur General(Women),8,Modaiyur,General(Women)
46,left,6,9 Sanikkavadi General(Women),9,Sanikkavadi,General(Women)
46,left,7,10 Aliyalamangalam General(Women),10,Aliyalamangalam,General(Women)
46,left,8,11 Ariyathur General(Women),11,Ariyathur,General(Women)
46,left,9,12 Arumbalur General(Women),12,Arumbalur,General(Women)
46,left,10,13 Chithathurai General(Women),13,Chithathurai,General(Women)
46,left,11,14 Edayankolathur General(Women),14,Edayankolathur,General(Women)
46,left,12,15 Ogur General(Women),15,Ogur,General(Women)
46,left,13,16 Mattapirayur General(Women),16,Mattapirayur,General(Women)
46,left,14,17 Nambedu General(Women),17,Nambedu,General(Women)
46,left,15,18 Rajammapuram General(Women),18,Rajammapuram,General(Women)
46,left,16,19 Randam General(Women),19,Randam,General(Women)
46,left,17,20 Vilapakkam General(Women),20,Vilapakkam,General(Women)
46,left,18,21 Alamppoondi General,21,Alamppoondi,General
46,left,19,22 Madavilagam General,22,Madavilagam,General
46,left,20,23 Thathanur General,23,Thathanur,General
46,left,21,24 Vadamathimangalam General,24,Vadamathimangalam,General
46,left,22,25 Ettivadi General,25,Ettivadi,General
46,left,23,26 Athurai General,26,Athurai,General
46,left,24,27 Severappoondi General,27,Severappoondi,General
46,left,25,28 Ulagampattu General,28,Ulagampattu,General
46,left,26,29 Pelasur General,29,Pelasur,General
46,left,27,30 Gudalore General,30,Gudalore,General
46,left,28,31 Gengasoodamani General,31,Gengasoodamani,General
46,left,29,32 Vambalur General,32,Vambalur,General
46,left,30,33 Thachambadi General,33,Thachambadi,General
46,left,31,34 Cheyyanandal General,34,Cheyyanandal,General
46,left,32,35 Devimangalam General,35,Devimangalam,General
46,left,33,36 Indiravanam General,36,Indiravanam,General
46,left,34,37 Karappoondi General,37,Karappoondi,General
46,left,35,38 Kilpattu General,38,Kilpattu,General
46,left,36,39 Kolakkaravadi General,39,Kolakkaravadi,General
46,left,37,40 Koralpakkam General,40,Koralpakkam,General
46,left,38,41 Kolavoor General,41,Kolavoor,General
46,left,39,42 Mandakolathur General,42,Mandakolathur,General
46,left,40,43 Mansurabad General,43,Mansurabad,General
46,left,41,44 Maruthuvambadi General,44,Maruthuvambadi,General
46,left,42,45 Narasingapuram General,45,Narasingapuram,General
46,right,3,46 Othalavadi General,46,Othalavadi,General
46,right,4,47 Sadupperi General,47,Sadupperi,General
46,right,5,48 Thirumalai General,48,Thirumalai,General
46,right,6,49 Uthur General,49,Uthur,General
46,right,8,1 Kattamaduvu ST(General),1,Kattamaduvu,ST(General)
46,right,9,2 Melpennathur SC(Women),2,Melpennathur,SC(Women)
46,right,10,3 Paramanandal SC(Women),3,Paramanandal,SC(Women)
46,right,11,4 Chinnakolapadi SC(Women),4,Chinnakolapadi,SC(Women)
46,right,12,5 Perumbakkam SC(Women),5,Perumbakkam,SC(Women)
46,right,13,6 Theethandapattu SC(Women),6,Theethandapattu,SC(Women)
46,right,14,7 Melpallipattu SC(General),7,Melpallipattu,SC(General)
46,right,15,8 Arattavadi SC(General),8,Arattavadi,SC(General)
46,right,16,9 Manmalai SC(General),9,Manmalai,SC(General)
46,right,17,10 Se.Agaram SC(General),10,Se.Agaram,SC(General)
46,right,18,11 Melravandavadi SC(General),11,Melravandavadi,SC(General)
46,right,19,12 Melvanakkambadi SC(General),12,Melvanakkambadi,SC(General)
46,right,20,13 Anthanur SC(General),13,Anthanur,SC(General)
46,right,21,14 Aswanagasurnai SC(General),14,Aswanagasurnai,SC(General)
46,right,22,15 Chennasamudram SC(General),15,Chennasamudram,SC(General)
46,right,23,16 Kariyamangalam SC(General),16,Kariyamangalam,SC(General)
46,right,24,17 Anwarabath General(Women),17,Anwarabath,General(Women)
46,right,25,18 Ariyakunjur General(Women),18,Ariyakunjur,General(Women)
46,right,26,19 Beemanandal General(Women),19,Beemanandal,General(Women)
46,right,27,20 Kayambattu General(Women),20,Kayambattu,General(Women)
46,right,28,21 Alaputhur General(Women),21,Alaputhur,General(Women)
46,right,29,22 Andipatti General(Women),22,Andipatti,General(Women)
46,right,30,23 Pinjur General(Women),23,Pinjur,General(Women)
46,right,31,24 Porasapattu General(Women),24,Porasapattu,General(Women)
46,right,32,25 Paliapattu General(Women),25,Paliapattu,General(Women)
46,right,33,26 Pudupattu General(Women),26,Pudupattu,General(Women)
46,right,34,27 Quilam General,27,Quilam,General
46,right,35,28 Uchimalaikuppam General,28,Uchimalaikuppam,General
46,right,36,29 Se. Sorapanandal General,29,Se. Sorapanandal,General
46,right,37,30 Melchengam General,30,Melchengam,General
46,right,38,31 Se.Nachipattu General,31,Se.Nachipattu,General
46,right,39,32 Melpulidiyur General,32,Melpulidiyur,General
46,right,40,33 Kottavoor General,33,Kottavoor,General
46,right,41,34 Valayambattu General,34,Valayambattu,General
46,right,42,35 Vinnavanoor General,35,Vinnavanoor,General
47,left,3,36 Puliyampatti General,36,Puliyampatti,General
47,left,4,37 Thalayuthu General,37,Thalayuthu,General
47,left,5,38 Elangunni General,38,Elangunni,General
47,left,6,39 Kannakurukkai General,39,Kannakurukkai,General
47,left,7,40 Kuppanatham General,40,Kuppanatham,General
47,left,8,41 Neepathurai General,41,Neepathurai,General
47,left,9,42 Pachal General,42,Pachal,General
47,left,10,43 Pakkiripalayam General,43,Pakkiripalayam,General
47,left,11,44 Periakolabadi General,44,Periakolabadi,General
47,left,13,1 Kottakulam SC(Women),1,Kottakulam,SC(Women)
47,left,14,2 Melapunji SC(Women),2,Melapunji,SC(Women)
47,left,15,3 Pudurchengam SC(Women),3,Pudurchengam,SC(Women)
47,left,16,4 Korattampattu SC(Women),4,Korattampattu,SC(Women)
47,left,17,5 Melmudiyanur SC(General),5,Melmudiyanur,SC(General)
47,left,18,6 Vasudevampattu SC(General),6,Vasudevampattu,SC(General)
47,left,19,7 Gulalpadi SC(General),7,Gulalpadi,SC(General)
47,left,20,8 Melpadur SC(General),8,Melpadur,SC(General)
47,left,21,9 Muthanur SC(General),9,Muthanur,SC(General)
47,left,22,10 Nayambadi SC(General),10,Nayambadi,SC(General)
47,left,23,11 Voividanthangal SC(General),11,Voividanthangal,SC(General)
47,left,24,12 Vadamathur General(Women),12,Vadamathur,General(Women)
47,left,25,13 Japthikariyandal General(Women),13,Japthikariyandal,General(Women)
