state,district,term,block,gram_panchayat,named_in_order,caste_reservation,woman_reserved,printed,match,assigned_by,order,source_file,source_page,source_row,gp_list
West Bengal,South 24 Parganas,2018,KAK DWIP,RABINDRA,True,SC,True,Rabindra,exact,matcher,"No. 6/P&RD/PGE/2018, dated 06/03/2018",s24pgs_642_Form-1B_Pradhan_1_e6a3bc68.pdf,4.0,9.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,South 24 Parganas,2018,KAK DWIP,RAMGOPALPUR,True,BC,False,Ramgopalpur,exact,matcher,"No. 6/P&RD/PGE/2018, dated 06/03/2018",s24pgs_642_Form-1B_Pradhan_1_e6a3bc68.pdf,4.0,10.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,South 24 Parganas,2018,KAK DWIP,RISHI BANKIMCHANDRA,True,SC,True,Rishi Bankim Chandra,exact,matcher,"No. 6/P&RD/PGE/2018, dated 06/03/2018",s24pgs_642_Form-1B_Pradhan_1_e6a3bc68.pdf,4.0,7.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,South 24 Parganas,2018,KAK DWIP,SRI SRI RAMKRISHNA,True,UR,True,Sri Sri Ramkrishna,exact,matcher,"No. 6/P&RD/PGE/2018, dated 06/03/2018",s24pgs_642_Form-1B_Pradhan_1_e6a3bc68.pdf,4.0,6.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,South 24 Parganas,2018,KAK DWIP,SRINAGAR,True,BC,False,Srinagar,exact,matcher,"No. 6/P&RD/PGE/2018, dated 06/03/2018",s24pgs_642_Form-1B_Pradhan_1_e6a3bc68.pdf,4.0,4.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,South 24 Parganas,2018,KAK DWIP,SURYANAGAR,True,SC,False,Surjanagar,transliteration,matcher,"No. 6/P&RD/PGE/2018, dated 06/03/2018",s24pgs_642_Form-1B_Pradhan_1_e6a3bc68.pdf,4.0,3.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,South 24 Parganas,2018,KAK DWIP,SWAMI BIBEKANANDA,False,UR,False,,not_named,,"No. 6/P&RD/PGE/2018, dated 06/03/2018",,,,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,South 24 Parganas,2018,KULPI,BABURMAHAL,True,UR,True,Baburmahal,exact,matcher,"No. 6/P&RD/PGE/2018, dated 06/03/2018",s24pgs_642_Form-1B_Pradhan_1_e6a3bc68.pdf,5.0,12.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,South 24 Parganas,2018,KULPI,BELPUKUR,True,BC,True,Belpukur,exact,matcher,"No. 6/P&RD/PGE/2018, dated 06/03/2018",s24pgs_642_Form-1B_Pradhan_1_e6a3bc68.pdf,5.0,10.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,South 24 Parganas,2018,KULPI,CHANDIPUR,True,SC,False,Chandipur,exact,matcher,"No. 6/P&RD/PGE/2018, dated 06/03/2018",s24pgs_642_Form-1B_Pradhan_1_e6a3bc68.pdf,5.0,8.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,South 24 Parganas,2018,KULPI,DHOLA,True,UR,True,Dhola,exact,matcher,"No. 6/P&RD/PGE/2018, dated 06/03/2018",s24pgs_642_Form-1B_Pradhan_1_e6a3bc68.pdf,5.0,9.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,South 24 Parganas,2018,KULPI,GAJIPUR,True,UR,True,Gazipur,transliteration,matcher,"No. 6/P&RD/PGE/2018, dated 06/03/2018",s24pgs_642_Form-1B_Pradhan_1_e6a3bc68.pdf,5.0,5.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,South 24 Parganas,2018,KULPI,ISWARIPUR,True,SC,True,Iswaripur,exact,matcher,"No. 6/P&RD/PGE/2018, dated 06/03/2018",s24pgs_642_Form-1B_Pradhan_1_e6a3bc68.pdf,5.0,4.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,South 24 Parganas,2018,KULPI,KAMARCHAK,True,BC,False,Kamarchak,exact,matcher,"No. 6/P&RD/PGE/2018, dated 06/03/2018",s24pgs_642_Form-1B_Pradhan_1_e6a3bc68.pdf,5.0,6.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,South 24 Parganas,2018,KULPI,KARANJALI,False,UR,False,,not_named,,"No. 6/P&RD/PGE/2018, dated 06/03/2018",,,,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,South 24 Parganas,2018,KULPI,KEORATALA,True,SC,False,Keoratala,exact,matcher,"No. 6/P&RD/PGE/2018, dated 06/03/2018",s24pgs_642_Form-1B_Pradhan_1_e6a3bc68.pdf,5.0,11.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,South 24 Parganas,2018,KULPI,KULPI,True,SC,True,Kulpi,exact,matcher,"No. 6/P&RD/PGE/2018, dated 06/03/2018",s24pgs_642_Form-1B_Pradhan_1_e6a3bc68.pdf,5.0,7.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,South 24 Parganas,2018,KULPI,RAJARAMPUR,True,UR,True,Rajarampur,exact,matcher,"No. 6/P&RD/PGE/2018, dated 06/03/2018",s24pgs_642_Form-1B_Pradhan_1_e6a3bc68.pdf,5.0,3.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,South 24 Parganas,2018,KULPI,RAMKISHORE,True,SC,False,Ramkishore,exact,matcher,"No. 6/P&RD/PGE/2018, dated 06/03/2018",s24pgs_642_Form-1B_Pradhan_1_e6a3bc68.pdf,5.0,2.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,South 24 Parganas,2018,KULPI,RAMKRISHNAPUR,False,UR,False,,not_named,,"No. 6/P&RD/PGE/2018, dated 06/03/2018",,,,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,South 24 Parganas,2018,KULPI,RAMNAGAR-GAZIPUR,False,UR,False,,not_named,,"No. 6/P&RD/PGE/2018, dated 06/03/2018",,,,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,South 24 Parganas,2018,KULTALI,DEULBARI DEBIPUR,True,ST,False,Deulbari Debipur,exact,matcher,"No. 6/P&RD/PGE/2018, dated 06/03/2018",s24pgs_642_Form-1B_Pradhan_1_e6a3bc68.pdf,2.0,24.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,South 24 Parganas,2018,KULTALI,GOPALGANJ,True,UR,True,Gopalgunj,transliteration,matcher,"No. 6/P&RD/PGE/2018, dated 06/03/2018",s24pgs_642_Form-1B_Pradhan_1_e6a3bc68.pdf,2.0,23.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,South 24 Parganas,2018,KULTALI,GURGURIA BHUBANESWARI,True,SC,False,Gurguria Bhubaneswari,exact,matcher,"No. 6/P&RD/PGE/2018, dated 06/03/2018",s24pgs_642_Form-1B_Pradhan_1_e6a3bc68.pdf,2.0,25.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,South 24 Parganas,2018,KULTALI,JALABERIA-I,True,SC,False,Jalaberia-I,exact,matcher,"No. 6/P&RD/PGE/2018, dated 06/03/2018",s24pgs_642_Form-1B_Pradhan_1_e6a3bc68.pdf,2.0,21.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,South 24 Parganas,2018,KULTALI,JALABERIA-II,True,SC,False,Jalaberia-II,exact,matcher,"No. 6/P&RD/PGE/2018, dated 06/03/2018",s24pgs_642_Form-1B_Pradhan_1_e6a3bc68.pdf,2.0,22.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,South 24 Parganas,2018,KULTALI,KUNDAKHALI GODABAR,True,SC,True,Kundakhali Godabar,exact,matcher,"No. 6/P&RD/PGE/2018, dated 06/03/2018",s24pgs_642_Form-1B_Pradhan_1_e6a3bc68.pdf,2.0,20.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,South 24 Parganas,2018,KULTALI,MAIPITH BAIKUNTHAPUR,True,BC,True,Maipith Baikunthapur,exact,matcher,"No. 6/P&RD/PGE/2018, dated 06/03/2018",s24pgs_642_Form-1B_Pradhan_1_e6a3bc68.pdf,2.0,26.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,South 24 Parganas,2018,KULTALI,MERIGANJ-I,True,BC,False,Merigunge-I,transliteration,matcher,"No. 6/P&RD/PGE/2018, dated 06/03/2018",s24pgs_642_Form-1B_Pradhan_1_e6a3bc68.pdf,2.0,19.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,South 24 Parganas,2018,KULTALI,MERIGANJ-II,False,UR,False,,not_named,,"No. 6/P&RD/PGE/2018, dated 06/03/2018",,,,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,South 24 Parganas,2018,MAGRA HAT-I,EKTARA,True,UR,True,Ektara,exact,matcher,"No. 6/P&RD/PGE/2018, dated 06/03/2018",s24pgs_642_Form-1B_Pradhan_1_e6a3bc68.pdf,9.0,9.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,South 24 Parganas,2018,MAGRA HAT-I,HARIHARPUR,True,SC,True,Hariharpur,exact,matcher,"No. 6/P&RD/PGE/2018, dated 06/03/2018",s24pgs_642_Form-1B_Pradhan_1_e6a3bc68.pdf,9.0,5.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,South 24 Parganas,2018,MAGRA HAT-I,KALIKAPOTA,True,UR,True,Kalikapota,exact,matcher,"No. 6/P&RD/PGE/2018, dated 06/03/2018",s24pgs_642_Form-1B_Pradhan_1_e6a3bc68.pdf,9.0,8.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,South 24 Parganas,2018,MAGRA HAT-I,LAKSHMIKANTAPUR,True,SC,False,Lakshmi Kantapur,exact,matcher,"No. 6/P&RD/PGE/2018, dated 06/03/2018",s24pgs_642_Form-1B_Pradhan_1_e6a3bc68.pdf,9.0,10.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,South 24 Parganas,2018,MAGRA HAT-I,RANGILBAD,True,BC,False,Rangilabad,transliteration,matcher,"No. 6/P&RD/PGE/2018, dated 06/03/2018",s24pgs_642_Form-1B_Pradhan_1_e6a3bc68.pdf,9.0,6.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,South 24 Parganas,2018,MAGRA HAT-I,SHERPUR,True,BC,False,Sherpur,exact,matcher,"No. 6/P&RD/PGE/2018, dated 06/03/2018",s24pgs_642_Form-1B_Pradhan_1_e6a3bc68.pdf,9.0,3.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,South 24 Parganas,2018,MAGRA HAT-I,SHRICHANDA,True,UR,True,Srichanda,transliteration,matcher,"No. 6/P&RD/PGE/2018, dated 06/03/2018",s24pgs_642_Form-1B_Pradhan_1_e6a3bc68.pdf,9.0,4.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,South 24 Parganas,2018,MAGRA HAT-I,SIRAKOL,True,SC,True,Sirakol,exact,matcher,"No. 6/P&RD/PGE/2018, dated 06/03/2018",s24pgs_642_Form-1B_Pradhan_1_e6a3bc68.pdf,9.0,2.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,South 24 Parganas,2018,MAGRA HAT-I,USTHI,True,SC,True,Usthi,exact,matcher,"No. 6/P&RD/PGE/2018, dated 06/03/2018",s24pgs_642_Form-1B_Pradhan_1_e6a3bc68.pdf,9.0,7.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,South 24 Parganas,2018,MAGRA HAT-I,UTTARKUSUM,False,UR,False,,not_named,,"No. 6/P&RD/PGE/2018, dated 06/03/2018",,,,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,South 24 Parganas,2018,MAGRA HAT-I,YEARPUR,False,UR,False,,not_named,,"No. 6/P&RD/PGE/2018, dated 06/03/2018",,,,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,South 24 Parganas,2018,MAGRA HAT-II,AMRATALA,True,SC,True,Amratala,exact,matcher,"No. 6/P&RD/PGE/2018, dated 06/03/2018",s24pgs_642_Form-1B_Pradhan_1_e6a3bc68.pdf,8.0,12.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,South 24 Parganas,2018,MAGRA HAT-II,DHAMUA DAKSHNIN,True,UR,True,Dhamua Dakshin,transliteration,matcher,"No. 6/P&RD/PGE/2018, dated 06/03/2018",s24pgs_642_Form-1B_Pradhan_1_e6a3bc68.pdf,8.0,15.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,South 24 Parganas,2018,MAGRA HAT-II,DHAMUA UTTAR,True,SC,True,Dhamua Uttar,exact,matcher,"No. 6/P&RD/PGE/2018, dated 06/03/2018",s24pgs_642_Form-1B_Pradhan_1_e6a3bc68.pdf,8.0,14.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,South 24 Parganas,2018,MAGRA HAT-II,DHANPOTA,True,SC,False,Dhanpota,exact,matcher,"No. 6/P&RD/PGE/2018, dated 06/03/2018",s24pgs_642_Form-1B_Pradhan_1_e6a3bc68.pdf,8.0,22.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,South 24 Parganas,2018,MAGRA HAT-II,DIHIKALAS,True,BC,True,Dihikalash,transliteration,matcher,"No. 6/P&RD/PGE/2018, dated 06/03/2018",s24pgs_642_Form-1B_Pradhan_1_e6a3bc68.pdf,8.0,17.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,South 24 Parganas,2018,MAGRA HAT-II,GOKARNI,False,UR,False,,not_named,,"No. 6/P&RD/PGE/2018, dated 06/03/2018",,,,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,South 24 Parganas,2018,MAGRA HAT-II,HOTOR MORJADA,False,UR,False,,not_named,,"No. 6/P&RD/PGE/2018, dated 06/03/2018",,,,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,South 24 Parganas,2018,MAGRA HAT-II,JUGDIA,True,UR,True,Jugdia,exact,matcher,"No. 6/P&RD/PGE/2018, dated 06/03/2018",s24pgs_642_Form-1B_Pradhan_1_e6a3bc68.pdf,8.0,20.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,South 24 Parganas,2018,MAGRA HAT-II,MAGRAHAT PASCHIM,True,SC,False,Mograhat Paschim,transliteration,matcher,"No. 6/P&RD/PGE/2018, dated 06/03/2018",s24pgs_642_Form-1B_Pradhan_1_e6a3bc68.pdf,8.0,18.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,South 24 Parganas,2018,MAGRA HAT-II,MAGRAHAT PURBA,True,UR,True,Mograhat Purba,transliteration,matcher,"No. 6/P&RD/PGE/2018, dated 06/03/2018",s24pgs_642_Form-1B_Pradhan_1_e6a3bc68.pdf,8.0,19.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,South 24 Parganas,2018,MAGRA HAT-II,MOHANPUR,True,BC,False,Mohanpur,exact,matcher,"No. 6/P&RD/PGE/2018, dated 06/03/2018",s24pgs_642_Form-1B_Pradhan_1_e6a3bc68.pdf,8.0,13.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,South 24 Parganas,2018,MAGRA HAT-II,MULTI,False,UR,False,,not_named,,"No. 6/P&RD/PGE/2018, dated 06/03/2018",,,,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,South 24 Parganas,2018,MAGRA HAT-II,NAINAN,True,SC,False,Nainan,exact,matcher,"No. 6/P&RD/PGE/2018, dated 06/03/2018",s24pgs_642_Form-1B_Pradhan_1_e6a3bc68.pdf,8.0,16.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,South 24 Parganas,2018,MAGRA HAT-II,URELCHANDPUR,True,SC,True,Urelchandpur,exact,matcher,"No. 6/P&RD/PGE/2018, dated 06/03/2018",s24pgs_642_Form-1B_Pradhan_1_e6a3bc68.pdf,8.0,21.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,South 24 Parganas,2018,MANDIRBAZAR,ANCHANA,True,UR,True,Anchna,transliteration,matcher,"No. 6/P&RD/PGE/2018, dated 06/03/2018",s24pgs_642_Form-1B_Pradhan_1_e6a3bc68.pdf,6.0,15.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,South 24 Parganas,2018,MANDIRBAZAR,CHANDPUR,True,UR,True,Chandpur Chaitanyapur,fuzzy,override,"No. 6/P&RD/PGE/2018, dated 06/03/2018",s24pgs_642_Form-1B_Pradhan_1_e6a3bc68.pdf,6.0,13.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,South 24 Parganas,2018,MANDIRBAZAR,DAKSHIN BISHNUPUR,True,SC,True,South Bishnupur,fuzzy,override,"No. 6/P&RD/PGE/2018, dated 06/03/2018",s24pgs_642_Form-1B_Pradhan_1_e6a3bc68.pdf,6.0,14.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,South 24 Parganas,2018,MANDIRBAZAR,DHANURHAT,False,UR,False,,not_named,,"No. 6/P&RD/PGE/2018, dated 06/03/2018",,,,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,South 24 Parganas,2018,MANDIRBAZAR,GABBERIA,True,BC,True,Gabberia,exact,matcher,"No. 6/P&RD/PGE/2018, dated 06/03/2018",s24pgs_642_Form-1B_Pradhan_1_e6a3bc68.pdf,6.0,17.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,South 24 Parganas,2018,MANDIRBAZAR,GHATESWAR,True,SC,False,Ghateswar,exact,matcher,"No. 6/P&RD/PGE/2018, dated 06/03/2018",s24pgs_642_Form-1B_Pradhan_1_e6a3bc68.pdf,6.0,18.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,South 24 Parganas,2018,MANDIRBAZAR,JAGADISHPUR,False,UR,False,,not_named,,"No. 6/P&RD/PGE/2018, dated 06/03/2018",,,,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,South 24 Parganas,2018,MANDIRBAZAR,KECHARKUR,True,SC,False,Kecharkur,exact,matcher,"No. 6/P&RD/PGE/2018, dated 06/03/2018",s24pgs_642_Form-1B_Pradhan_1_e6a3bc68.pdf,6.0,12.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,South 24 Parganas,2018,MANDIRBAZAR,KRISHNAPUR,True,SC,False,Krishnapur,exact,matcher,"No. 6/P&RD/PGE/2018, dated 06/03/2018",s24pgs_642_Form-1B_Pradhan_1_e6a3bc68.pdf,6.0,16.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,South 24 Parganas,2018,MANDIRBAZAR,NISAPUR,False,UR,False,,not_named,,"No. 6/P&RD/PGE/2018, dated 06/03/2018",,,,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,South 24 Parganas,2018,MATHURAPUR I,ABAD BHAGAWANPUR,True,SC,True,Abad Bhagabanpur,fuzzy,matcher,"No. 6/P&RD/PGE/2018, dated 06/03/2018",s24pgs_642_Form-1B_Pradhan_1_e6a3bc68.pdf,5.0,17.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,South 24 Parganas,2018,MATHURAPUR I,DAKSHIN LAKSHMINARAYANPUR,True,SC,False,Lakshmi Narayanpur Dakshin,fuzzy,override,"No. 6/P&RD/PGE/2018, dated 06/03/2018",s24pgs_642_Form-1B_Pradhan_1_e6a3bc68.pdf,5.0,20.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,South 24 Parganas,2018,MATHURAPUR I,DEBIPUR,True,SC,True,Debipur,exact,matcher,"No. 6/P&RD/PGE/2018, dated 06/03/2018",s24pgs_642_Form-1B_Pradhan_1_e6a3bc68.pdf,5.0,14.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,South 24 Parganas,2018,MATHURAPUR I,KRISHNACHANDRAPUR,True,BC,False,Krishna Chandrapur,exact,matcher,"No. 6/P&RD/PGE/2018, dated 06/03/2018",s24pgs_642_Form-1B_Pradhan_1_e6a3bc68.pdf,5.0,16.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,South 24 Parganas,2018,MATHURAPUR I,LALPUR,False,UR,False,,not_named,,"No. 6/P&RD/PGE/2018, dated 06/03/2018",,,,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,South 24 Parganas,2018,MATHURAPUR I,MATHURAPUR PASCHIM,True,BC,True,Mathurapur Paschim,exact,matcher,"No. 6/P&RD/PGE/2018, dated 06/03/2018",s24pgs_642_Form-1B_Pradhan_1_e6a3bc68.pdf,5.0,18.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,South 24 Parganas,2018,MATHURAPUR I,MATHURAPUR PURBA,True,UR,True,Mathurapur Purba,exact,matcher,"No. 6/P&RD/PGE/2018, dated 06/03/2018",s24pgs_642_Form-1B_Pradhan_1_e6a3bc68.pdf,5.0,19.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,South 24 Parganas,2018,MATHURAPUR I,NALUA,True,UR,True,Nalua,exact,matcher,"No. 6/P&RD/PGE/2018, dated 06/03/2018",s24pgs_642_Form-1B_Pradhan_1_e6a3bc68.pdf,5.0,15.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,South 24 Parganas,2018,MATHURAPUR I,SHANKARPUR,False,UR,False,,not_named,,"No. 6/P&RD/PGE/2018, dated 06/03/2018",,,,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
